original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,sent_id,insert_id,group_no
"If you're like me , a sucker martha offers all the perfect ingredients to more than satisfy your appetite .",0,0.7010878920555115,0.2989121079444885,for a just old fashion romance,0,0.9200366735458374,0.0799633264541626,"If you're like me , a sucker for a just old fashion romance martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.08310884237289429,0.9168911576271057,5781,161,t1,1447
"If you're like me , a sucker for a just old fashion romance martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.08310884237289429,0.9168911576271057,"and someone who shamelessly loves to eat , then largely",1,0.2888791561126709,0.7111208438873291,"If you're like me , a sucker for a just old fashion romance and someone who shamelessly loves to eat , then largely martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.2119275331497192,0.7880724668502808,5802,161,t2,1449
"If you're like me , a sucker for a just old fashion romance martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.08310884237289429,0.9168911576271057,"and someone who shamelessly loves to eat , then generally",1,0.3216875791549683,0.6783124208450317,"If you're like me , a sucker for a just old fashion romance and someone who shamelessly loves to eat , then generally martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.210574746131897,0.789425253868103,5803,161,t2,1449
"If you're like me , a sucker for a right old fashion romance martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.02693766355514526,0.9730623364448547,"and someone who shamelessly loves to eat , then generally",1,0.3216875791549683,0.6783124208450317,"If you're like me , a sucker for a right old fashion romance and someone who shamelessly loves to eat , then generally martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.1289381980895996,0.8710618019104004,5811,161,t2,1450
"If you're like me , a sucker for a serious old fashion romance martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.04113054275512695,0.958869457244873,"and someone who shamelessly loves to eat , then largely",1,0.2888791561126709,0.7111208438873291,"If you're like me , a sucker for a serious old fashion romance and someone who shamelessly loves to eat , then largely martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.1614928841590881,0.8385071158409119,5818,161,t2,1451
"If you're like me , a sucker for a serious old fashion romance martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.04113054275512695,0.958869457244873,"and someone who shamelessly loves to eat , then generally",1,0.3216875791549683,0.6783124208450317,"If you're like me , a sucker for a serious old fashion romance and someone who shamelessly loves to eat , then generally martha offers all the perfect ingredients to more than satisfy your appetite .",1,0.1585630774497986,0.8414369225502014,5819,161,t2,1451
"Maybe it's the star power of the casting or the redundant messages , but something "" seems , well .",0,0.6015022993087769,0.3984977006912231,"about "" entire frontal",1,0.3874807357788086,0.6125192642211914,"Maybe it's the star power of the casting or the redundant messages , but something about "" entire frontal "" seems , well .",0,0.927971601486206,0.07202839851379395,6037,175,t2,1552
"Maybe it's the star power of the cast or the superfluous messages , but something "" seems , well .",1,0.2173579335212708,0.7826420664787292,"about "" entire frontal",1,0.3874807357788086,0.6125192642211914,"Maybe it's the star power of the cast or the superfluous messages , but something about "" entire frontal "" seems , well .",0,0.8870328664779663,0.1129671335220337,6038,175,t2,1553
Don't let your merry spirit go .,1,0.01602399349212646,0.9839760065078735,this far,1,0.1114076375961304,0.8885923624038696,Don't let your merry spirit go this far .,0,0.8876932263374329,0.1123067736625671,6315,193,t1,1674
channel surfing .,0,0.5495730042457581,0.4504269957542419,...,1,0.1311345100402832,0.8688654899597168,... channel surfing .,0,0.7241266965866089,0.2758733034133911,6350,199,t0,1684
"Not every animated film from disney will become a classic "" .",0,0.9728206396102905,0.02717936038970947,but forgive me,0,0.5957878232002258,0.4042121767997742,"Not every animated film from disney will become a classic , but forgive me "" .",0,0.7348864078521729,0.2651135921478271,6586,220,t3,1775
"Their film falters , nevertheless , in its adherence to the Disney philosophy of required poignancy .",0,0.9783337116241455,0.02166628837585449,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , nevertheless , in its adherence to the Disney philosophy of required poignancy , a salute that i 'd hope the movie would avoid .",0,0.6594445705413818,0.3405554294586182,7251,233,t2,1907
"Their film falters , nevertheless , in its adherence to the Disney philosophy of required poignancy .",0,0.9783337116241455,0.02166628837585449,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , nevertheless , in its adherence to the Disney philosophy of required poignancy , a salute that i 'd desire the movie would avoid .",0,0.6497209072113037,0.3502790927886963,7252,233,t2,1907
"Their film falters , nevertheless , in its adherence to the disney doctrine of required poignancy .",0,0.982613205909729,0.017386794090271,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , nevertheless , in its adherence to the disney doctrine of required poignancy , a salute that i 'd hope the movie would avoid .",0,0.8605321049690247,0.1394678950309753,7258,233,t2,1908
"Their film falters , nevertheless , in its adherence to the disney philosophy of needed poignancy .",0,0.9504398703575134,0.04956012964248657,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , nevertheless , in its adherence to the disney philosophy of needed poignancy , a salute that i 'd hope the movie would avoid .",1,0.2880052924156189,0.7119947075843811,7265,233,t2,1909
"Their film falters , nevertheless , in its adherence to the disney philosophy of needed poignancy .",0,0.9504398703575134,0.04956012964248657,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , nevertheless , in its adherence to the disney philosophy of needed poignancy , a salute that i 'd desire the movie would avoid .",1,0.2655107378959656,0.7344892621040344,7266,233,t2,1909
"Their film falters , nevertheless , in its adherence to the disney philosophy of mandatory poignancy .",0,0.9775251746177673,0.02247482538223267,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , nevertheless , in its adherence to the disney philosophy of mandatory poignancy , a salute that i 'd hope the movie would avoid .",0,0.7373390197753906,0.2626609802246094,7272,233,t2,1910
"Their film falters , nevertheless , in its adherence to the disney philosophy of mandatory poignancy .",0,0.9775251746177673,0.02247482538223267,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , nevertheless , in its adherence to the disney philosophy of mandatory poignancy , a salute that i 'd desire the movie would avoid .",0,0.7009193897247314,0.2990806102752686,7273,233,t2,1910
"Their film falters , nevertheless , in its adherence to the disney philosophy of requisite poignancy .",0,0.9778051376342773,0.02219486236572266,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , nevertheless , in its adherence to the disney philosophy of requisite poignancy , a salute that i 'd hope the movie would avoid .",0,0.6601195931434631,0.3398804068565369,7279,233,t2,1911
"Their film falters , nevertheless , in its adherence to the disney philosophy of requisite poignancy .",0,0.9778051376342773,0.02219486236572266,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , nevertheless , in its adherence to the disney philosophy of requisite poignancy , a salute that i 'd desire the movie would avoid .",0,0.669500470161438,0.330499529838562,7280,233,t2,1911
"Their film falters , nevertheless , in its adherence to the disney philosophy of compulsory poignancy .",0,0.9776840209960938,0.02231597900390625,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , nevertheless , in its adherence to the disney philosophy of compulsory poignancy , a salute that i 'd hope the movie would avoid .",0,0.6982272267341614,0.3017727732658386,7286,233,t2,1912
"Their film falters , nevertheless , in its adherence to the disney philosophy of compulsory poignancy .",0,0.9776840209960938,0.02231597900390625,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , nevertheless , in its adherence to the disney philosophy of compulsory poignancy , a salute that i 'd desire the movie would avoid .",0,0.6554195284843445,0.3445804715156555,7287,233,t2,1912
"Their film falters , nevertheless , in its adherence to the disney philosophy of required poignance .",0,0.9860647916793823,0.01393520832061768,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , nevertheless , in its adherence to the disney philosophy of required poignance , a salute that i 'd hope the movie would avoid .",0,0.7147542834281921,0.2852457165718079,7293,233,t2,1913
"Their film falters , nevertheless , in its adherence to the disney philosophy of required poignance .",0,0.9860647916793823,0.01393520832061768,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , nevertheless , in its adherence to the disney philosophy of required poignance , a salute that i 'd desire the movie would avoid .",0,0.7694762349128723,0.2305237650871277,7294,233,t2,1913
"Their film falters , nonetheless , in its adherence to the disney philosophy of needed poignancy .",0,0.9691022038459778,0.03089779615402222,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , nonetheless , in its adherence to the disney philosophy of needed poignancy , a salute that i 'd hope the movie would avoid .",0,0.8398054838180542,0.1601945161819458,7363,233,t2,1923
"Their film falters , nonetheless , in its adherence to the disney philosophy of needed poignancy .",0,0.9691022038459778,0.03089779615402222,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , nonetheless , in its adherence to the disney philosophy of needed poignancy , a salute that i 'd desire the movie would avoid .",0,0.8026720285415649,0.1973279714584351,7364,233,t2,1923
"Their film falters , yet , in its adherence to the Disney philosophy of required poignancy .",0,0.9509833455085754,0.04901665449142456,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , yet , in its adherence to the Disney philosophy of required poignancy , a salute that i 'd hope the movie would avoid .",1,0.05260348320007324,0.9473965167999268,7398,233,t2,1928
"Their film falters , yet , in its adherence to the Disney philosophy of required poignancy .",0,0.9509833455085754,0.04901665449142456,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , yet , in its adherence to the Disney philosophy of required poignancy , a salute that i 'd desire the movie would avoid .",1,0.05381304025650024,0.9461869597434998,7399,233,t2,1928
"Their film falters , yet , in its adherence to the disney doctrine of required poignancy .",0,0.9700300097465515,0.02996999025344849,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , yet , in its adherence to the disney doctrine of required poignancy , a salute that i 'd hope the movie would avoid .",1,0.09301429986953735,0.9069857001304626,7405,233,t2,1929
"Their film falters , yet , in its adherence to the disney doctrine of required poignancy .",0,0.9700300097465515,0.02996999025344849,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , yet , in its adherence to the disney doctrine of required poignancy , a salute that i 'd desire the movie would avoid .",1,0.1191990971565247,0.8808009028434753,7406,233,t2,1929
"Their film falters , yet , in its adherence to the disney philosophy of needed poignancy .",0,0.709178626537323,0.290821373462677,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , yet , in its adherence to the disney philosophy of needed poignancy , a salute that i 'd hope the movie would avoid .",1,0.03413647413253784,0.9658635258674622,7412,233,t2,1930
"Their film falters , yet , in its adherence to the disney philosophy of needed poignancy .",0,0.709178626537323,0.290821373462677,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , yet , in its adherence to the disney philosophy of needed poignancy , a salute that i 'd desire the movie would avoid .",1,0.03310233354568481,0.9668976664543152,7413,233,t2,1930
"Their film falters , yet , in its adherence to the disney philosophy of mandatory poignancy .",0,0.9514213800430298,0.04857861995697021,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , yet , in its adherence to the disney philosophy of mandatory poignancy , a salute that i 'd hope the movie would avoid .",1,0.06172722578048706,0.9382727742195129,7419,233,t2,1931
"Their film falters , yet , in its adherence to the disney philosophy of mandatory poignancy .",0,0.9514213800430298,0.04857861995697021,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , yet , in its adherence to the disney philosophy of mandatory poignancy , a salute that i 'd desire the movie would avoid .",1,0.05920499563217163,0.9407950043678284,7420,233,t2,1931
"Their film falters , yet , in its adherence to the disney philosophy of requisite poignancy .",0,0.9622330069541931,0.03776699304580688,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , yet , in its adherence to the disney philosophy of requisite poignancy , a salute that i 'd hope the movie would avoid .",1,0.05686771869659424,0.9431322813034058,7426,233,t2,1932
"Their film falters , yet , in its adherence to the disney philosophy of requisite poignancy .",0,0.9622330069541931,0.03776699304580688,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , yet , in its adherence to the disney philosophy of requisite poignancy , a salute that i 'd desire the movie would avoid .",1,0.06477493047714233,0.9352250695228577,7427,233,t2,1932
"Their film falters , yet , in its adherence to the disney philosophy of compulsory poignancy .",0,0.9566284418106079,0.04337155818939209,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , yet , in its adherence to the disney philosophy of compulsory poignancy , a salute that i 'd hope the movie would avoid .",1,0.05643808841705322,0.9435619115829468,7433,233,t2,1933
"Their film falters , yet , in its adherence to the disney philosophy of compulsory poignancy .",0,0.9566284418106079,0.04337155818939209,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , yet , in its adherence to the disney philosophy of compulsory poignancy , a salute that i 'd desire the movie would avoid .",1,0.04873120784759521,0.9512687921524048,7434,233,t2,1933
"Their film falters , yet , in its adherence to the disney philosophy of required poignance .",0,0.9807640314102173,0.01923596858978271,a salute that i 'd hope the movie would avoid,0,0.6790711283683777,0.3209288716316223,"Their film falters , yet , in its adherence to the disney philosophy of required poignance , a salute that i 'd hope the movie would avoid .",1,0.08397650718688965,0.9160234928131104,7440,233,t2,1934
"Their film falters , yet , in its adherence to the disney philosophy of required poignance .",0,0.9807640314102173,0.01923596858978271,a salute that i 'd desire the movie would avoid,0,0.7863118052482605,0.2136881947517395,"Their film falters , yet , in its adherence to the disney philosophy of required poignance , a salute that i 'd desire the movie would avoid .",1,0.0819196105003357,0.9180803894996643,7441,233,t2,1934
"I can only imagine one thing worse than kevin spacey trying on an irish accent , and that's sensual linda fiorentino .",0,0.6829537749290466,0.3170462250709534,doing the same matter,1,0.4529539942741394,0.5470460057258606,"I can only imagine one thing worse than kevin spacey trying on an irish accent , and that's sensual linda fiorentino doing the same matter .",0,0.9161325693130493,0.08386743068695068,7535,237,t1,1959
Who lives what exactly godard is on about in this film .,0,0.8677195906639099,0.1322804093360901,but his words and images do n't have to bring up to mesmerize you,0,0.9441270232200623,0.05587297677993774,"Who lives what exactly godard is on about in this film , but his words and images don't have to bring up to mesmerize you .",0,0.7595250606536865,0.2404749393463135,7602,239,t1,1995
A exercise .,1,0.1809109449386597,0.8190890550613403,bravura,1,0.2157373428344727,0.7842626571655273,A bravura exercise .,1,0.2927986979484558,0.7072013020515442,7688,246,t0,2015
"One minute , you remember you're watching a serious actioner ; the next , it's as though clips .",0,0.6377450823783875,0.3622549176216125,from the pink cougar strikes again and/or sailor moon,1,0.1016621589660645,0.8983378410339355,"One minute , you remember you're watching a serious actioner ; the next , it's as though clips from the pink cougar strikes again and/or sailor moon .",0,0.833381175994873,0.166618824005127,10846,259,t1,2842
"One minute , you remember you're watching a serious actioner ; the next , it's as though clips .",0,0.6377450823783875,0.3622549176216125,from the pink puma strikes again and/or sailor moon,1,0.06667596101760864,0.9333240389823914,"One minute , you remember you're watching a serious actioner ; the next , it's as though clips from the pink puma strikes again and/or sailor moon .",0,0.7741148471832275,0.2258851528167725,10847,259,t1,2842
"One minute , you remember you're watching a serious actioner ; the next , it's as though clips .",0,0.6377450823783875,0.3622549176216125,from the pink panther ten-strikes again and/or sailor moon,1,0.1640135049819946,0.8359864950180054,"One minute , you remember you're watching a serious actioner ; the next , it's as though clips from the pink panther ten-strikes again and/or sailor moon .",0,0.9130575060844421,0.08694249391555786,10848,259,t1,2842
"One minute , you remember you're watching a serious actioner ; the next , it's as though clips .",0,0.6377450823783875,0.3622549176216125,from the pink panther hits again and/or sailor moon,1,0.08095699548721313,0.9190430045127869,"One minute , you remember you're watching a serious actioner ; the next , it's as though clips from the pink panther hits again and/or sailor moon .",0,0.9231560230255127,0.0768439769744873,10849,259,t1,2842
"If you pitch your expectations at an all time low , you could do worse than this cheerful .",0,0.8840051889419556,0.1159948110580444,strangely,0,0.9732426404953003,0.02675735950469971,"If you pitch your expectations at an all time low , you could do worse than this strangely cheerful .",1,0.06819576025009155,0.9318042397499084,11062,263,t1,2972
"If you pitch your expectations at an all time low , you could do worse than this cheerful .",0,0.8840051889419556,0.1159948110580444,peculiarly,0,0.9775521755218506,0.02244782447814941,"If you pitch your expectations at an all time low , you could do worse than this peculiarly cheerful .",0,0.6633931398391724,0.3366068601608276,11065,263,t1,2972
"If you pitch your prospects at an all time low , you could do worse than this cheerful .",0,0.9465309977531433,0.05346900224685669,strangely,0,0.9732426404953003,0.02675735950469971,"If you pitch your prospects at an all time low , you could do worse than this strangely cheerful .",1,0.1165048480033875,0.8834951519966125,11066,263,t1,2973
"If you pitch your expectations at an all time low-down , you could do worse than this cheerful .",0,0.8801738619804382,0.1198261380195618,strangely,0,0.9732426404953003,0.02675735950469971,"If you pitch your expectations at an all time low-down , you could do worse than this strangely cheerful .",1,0.0768166184425354,0.9231833815574646,11070,263,t1,2974
"If you pitch your expectations at an all time low-down , you could do worse than this cheerful .",0,0.8801738619804382,0.1198261380195618,peculiarly,0,0.9775521755218506,0.02244782447814941,"If you pitch your expectations at an all time low-down , you could do worse than this peculiarly cheerful .",0,0.7553281784057617,0.2446718215942383,11073,263,t1,2974
"If you pitch your expectations at an all time low-toned , you could do worse than this cheerful .",0,0.808021068572998,0.191978931427002,strangely,0,0.9732426404953003,0.02675735950469971,"If you pitch your expectations at an all time low-toned , you could do worse than this strangely cheerful .",1,0.04781544208526611,0.9521845579147339,11074,263,t1,2975
"If you pitch your expectations at an all time low-toned , you could do worse than this cheerful .",0,0.808021068572998,0.191978931427002,peculiarly,0,0.9775521755218506,0.02244782447814941,"If you pitch your expectations at an all time low-toned , you could do worse than this peculiarly cheerful .",1,0.4856398701667786,0.5143601298332214,11077,263,t1,2975
"If you pitch your expectations at an all time low-pitched , you could do worse than this cheerful .",0,0.9126708507537842,0.08732914924621582,strangely,0,0.9732426404953003,0.02675735950469971,"If you pitch your expectations at an all time low-pitched , you could do worse than this strangely cheerful .",1,0.06816601753234863,0.9318339824676514,11078,263,t1,2976
"If you pitch your expectations at an all time low-pitched , you could do worse than this cheerful .",0,0.9126708507537842,0.08732914924621582,peculiarly,0,0.9775521755218506,0.02244782447814941,"If you pitch your expectations at an all time low-pitched , you could do worse than this peculiarly cheerful .",0,0.7464131116867065,0.2535868883132935,11081,263,t1,2976
"If you pitch your expectations at an all time low-spirited , you could do worse than this cheerful .",0,0.6603513956069946,0.3396486043930054,strangely,0,0.9732426404953003,0.02675735950469971,"If you pitch your expectations at an all time low-spirited , you could do worse than this strangely cheerful .",1,0.04479604959487915,0.9552039504051208,11082,263,t1,2977
"If you pitch your expectations at an all time low-spirited , you could do worse than this cheerful .",0,0.6603513956069946,0.3396486043930054,peculiarly,0,0.9775521755218506,0.02244782447814941,"If you pitch your expectations at an all time low-spirited , you could do worse than this peculiarly cheerful .",1,0.4412102103233337,0.5587897896766663,11085,263,t1,2977
"Without resorting to hyperbole , i can state that kissing jessica stein may be the same-sex romance .",1,0.1175041794776917,0.8824958205223083,better,1,0.009056508541107178,0.9909434914588928,"Without resorting to hyperbole , i can state that kissing jessica stein may be the better same-sex romance .",0,0.9219979047775269,0.07800209522247314,11405,268,t1,3151
