original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,sent_id,insert_id,group_no
It helps that lil bow wow ... tones down his pint-sized gangsta act to play someone .,0,0.05668510124087334,0.9433149099349976,who resembles a real youngster,1,0.6401333212852478,0.3598667085170746,It helps that lil bow wow ... tones down his pint-sized gangsta act to play someone who resembles a real youngster .,1,0.1812567114830017,0.8187432885169983,216,11,t0,106
Watching the film is like reading a times portrait of grief .,1,0.4796227216720581,0.5203772187232971,that continues shifting focus to the journalist,1,0.7244842052459717,0.2755157351493835,Watching the film is like reading a times portrait of grief that continues shifting focus to the journalist .,1,0.5962163805961609,0.4037836492061615,220,12,t0,107
Moore's performance impresses .,0,0.430425763130188,0.5695741772651672,about,1,0.8883760571479797,0.1116239726543427,Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,237,13,t0,116
Moore's performance impresses nearly .,1,0.4267679154872894,0.573232114315033,as often as her work with haynes in 1995 's safe,0,0.6828528642654419,0.3171471357345581,Moor's performance impresses nearly as often as her work with haynes in 1995 's safe .,0,0.323707789182663,0.6762921810150146,238,13,t1,117
Moore's performance impresses nearly .,1,0.4267679154872894,0.573232114315033,as much as her work with haynes in 1995 's good,0,0.462218314409256,0.5377816557884216,Moor's performance impresses nearly as much as her work with haynes in 1995 's good .,0,0.1595172882080078,0.8404826521873474,242,13,t1,117
Moore's performance impresses virtually .,0,0.4843768179416656,0.5156232118606567,as much as her work with haynes in 1995 's secure,0,0.5687418580055237,0.4312581419944763,Moor's performance impresses virtually as much as her work with haynes in 1995 's secure .,0,0.3027723133563995,0.6972277164459229,246,13,t1,118
Moore's performance impresses virtually .,0,0.4843768179416656,0.5156232118606567,as much as her work with haynes in 1995 's good,0,0.462218314409256,0.5377816557884216,Moor's performance impresses virtually as much as her work with haynes in 1995 's good .,0,0.1776284277439117,0.8223716020584106,247,13,t1,118
Moore's performance impresses most .,1,0.5363311171531677,0.4636689126491547,as much as her work with haynes in 1995 's good,0,0.462218314409256,0.5377816557884216,Moor's performance impresses most as much as her work with haynes in 1995 's good .,0,0.3370255827903748,0.6629744172096252,252,13,t1,119
Moore's performance impresses well-nigh .,1,0.5295534133911133,0.4704465568065643,as often as her work with haynes in 1995 's safe,0,0.6828528642654419,0.3171471357345581,Moor's performance impresses well-nigh as often as her work with haynes in 1995 's safe .,1,0.3890652060508728,0.6109347939491272,253,13,t1,120
Moore's performance impresses well-nigh .,1,0.5295534133911133,0.4704465568065643,as much as her work with haynes in 1995 's secure,0,0.5687418580055237,0.4312581419944763,Moor's performance impresses well-nigh as much as her work with haynes in 1995 's secure .,0,0.2104044109582901,0.7895955443382263,256,13,t1,120
Moore's performance impresses well-nigh .,1,0.5295534133911133,0.4704465568065643,as much as her work with haynes in 1995 's good,0,0.462218314409256,0.5377816557884216,Moor's performance impresses well-nigh as much as her work with haynes in 1995 's good .,0,0.1932074278593063,0.8067925572395325,257,13,t1,120
Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as often as her work with haynes in 1995 's safe,0,0.6828528642654419,0.3171471357345581,Moor's performance impresses about as often as her work with haynes in 1995 's safe .,0,0.2778817713260651,0.7221182584762573,258,13,t1,121
Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as lots as her work with haynes in 1995 's safe,0,0.7923230528831482,0.2076769024133682,Moor's performance impresses about as lots as her work with haynes in 1995 's safe .,0,0.2798478603363037,0.7201520800590515,259,13,t1,121
Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as practically as her work with haynes in 1995 's safe,0,0.395876944065094,0.6041229963302612,Moor's performance impresses about as practically as her work with haynes in 1995 's safe .,1,0.4111364781856537,0.5888634920120239,260,13,t1,121
Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as much as her work with haynes in 1995 's secure,0,0.5687418580055237,0.4312581419944763,Moor's performance impresses about as much as her work with haynes in 1995 's secure .,0,0.2973690927028656,0.7026309370994568,261,13,t1,121
Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as much as her work with haynes in 1995 's good,0,0.462218314409256,0.5377816557884216,Moor's performance impresses about as much as her work with haynes in 1995 's good .,0,0.3162173926830292,0.6837825775146484,262,13,t1,121
this production has grandeur and scale .,0,0.7259208559989929,0.2740791141986847,Now shaved by about 20 minutes,0,0.9742128849029541,0.02578709647059441,"Now shaved by about 20 minutes , this production has grandeur and scale .",0,0.5055753588676453,0.4944246411323547,264,15,t0,122
this production has grandeur and scale .,0,0.7259208559989929,0.2740791141986847,Now cropped by about 20 minutes,0,0.9276377558708191,0.07236218452453613,"Now cropped by about 20 minutes , this production has grandeur and scale .",0,0.5098931193351746,0.4901068210601807,265,15,t0,122
this production has grandeur and scale .,0,0.7259208559989929,0.2740791141986847,Now trimmed by about 20 seconds,0,0.9729684591293335,0.02703152783215046,"Now trimmed by about 20 seconds , this production has grandeur and scale .",0,0.5547741055488586,0.4452258944511414,268,15,t0,122
"Now shaved by about 20 minutes , this production has grandeur and scale .",0,0.5055753588676453,0.4944246411323547,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now shaved by about 20 minutes , this lush three-year-old production has grandeur and scale .",0,0.7648581862449646,0.2351418733596802,270,15,t1,124
"Now cropped by about 20 minutes , this production has grandeur and scale .",0,0.5098931193351746,0.4901068210601807,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now cropped by about 20 minutes , this lush three-year-old production has grandeur and scale .",0,0.749992847442627,0.2500070929527283,271,15,t1,125
"Now trimmed by about 20 mins , this production has grandeur and scale .",0,0.6489149332046509,0.3510850071907043,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now trimmed by about 20 mins , this lush three-year-old production has grandeur and scale .",0,0.7737102508544922,0.2262898236513138,272,15,t1,126
"Now trimmed by about 20 hours , this production has grandeur and scale .",0,0.7508805990219116,0.2491193860769272,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now trimmed by about 20 hours , this lush three-year-old production has grandeur and scale .",0,0.8552114367485046,0.1447886377573013,273,15,t1,127
"Now trimmed by about 20 seconds , this production has grandeur and scale .",0,0.5547741055488586,0.4452258944511414,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now trimmed by about 20 seconds , this lush three-year-old production has grandeur and scale .",0,0.7460880279541016,0.2539119720458984,274,15,t1,128
"Now cut by about 20 minutes , this lush three-year-old production has plenty grandeur and scale .",0,0.6549591422080994,0.345040887594223,to fulfill as grown-up escapism,1,0.9359110593795776,0.06408901512622833,"Now cut by about 20 minutes , this lush three-year-old production has plenty grandeur and scale to fulfill as grown-up escapism .",1,0.8556768894195557,0.1443231403827667,281,15,t3,135
"Now cut by about 20 minutes , this lush three-year-old production has plenty grandeur and scale .",0,0.6549591422080994,0.345040887594223,to fulfil as grown-up escapism,1,0.9582498073577881,0.041750218719244,"Now cut by about 20 minutes , this lush three-year-old production has plenty grandeur and scale to fulfil as grown-up escapism .",1,0.8807141780853271,0.1192857697606087,282,15,t3,135
"Now cut by about 20 minutes , this lush three-year-old production has plenty grandeur and scale .",0,0.6549591422080994,0.345040887594223,to meet as grown-up escapism,1,0.9597389698028564,0.04026104509830475,"Now cut by about 20 minutes , this lush three-year-old production has plenty grandeur and scale to meet as grown-up escapism .",1,0.7979999780654907,0.2019999474287033,284,15,t3,135
"Now shaved by about 20 minutes , this lush three-year-old production has plenty grandeur and scale .",0,0.7439069151878357,0.2560931146144867,to fulfill as grown-up escapism,1,0.9359110593795776,0.06408901512622833,"Now shaved by about 20 minutes , this lush three-year-old production has plenty grandeur and scale to fulfill as grown-up escapism .",1,0.8555797934532166,0.1444202065467834,285,15,t3,136
"Now shaved by about 20 minutes , this lush three-year-old production has plenty grandeur and scale .",0,0.7439069151878357,0.2560931146144867,to fulfil as grown-up escapism,1,0.9582498073577881,0.041750218719244,"Now shaved by about 20 minutes , this lush three-year-old production has plenty grandeur and scale to fulfil as grown-up escapism .",1,0.8663613796234131,0.1336386501789093,286,15,t3,136
"Now cropped by about 20 minutes , this lush three-year-old production has plenty grandeur and scale .",0,0.7121922969818115,0.2878077328205109,to fulfill as grown-up escapism,1,0.9359110593795776,0.06408901512622833,"Now cropped by about 20 minutes , this lush three-year-old production has plenty grandeur and scale to fulfill as grown-up escapism .",1,0.8355797529220581,0.1644202768802643,289,15,t3,137
"Now cropped by about 20 minutes , this lush three-year-old production has plenty grandeur and scale .",0,0.7121922969818115,0.2878077328205109,to fulfil as grown-up escapism,1,0.9582498073577881,0.041750218719244,"Now cropped by about 20 minutes , this lush three-year-old production has plenty grandeur and scale to fulfil as grown-up escapism .",1,0.8503841757774353,0.1496158093214035,290,15,t3,137
"Now trimmed by about 20 mins , this lush three-year-old production has plenty grandeur and scale .",0,0.8004826903343201,0.1995173096656799,to fulfill as grown-up escapism,1,0.9359110593795776,0.06408901512622833,"Now trimmed by about 20 mins , this lush three-year-old production has plenty grandeur and scale to fulfill as grown-up escapism .",1,0.9058776497840881,0.09412237256765366,293,15,t3,138
"Now trimmed by about 20 mins , this lush three-year-old production has plenty grandeur and scale .",0,0.8004826903343201,0.1995173096656799,to fulfil as grown-up escapism,1,0.9582498073577881,0.041750218719244,"Now trimmed by about 20 mins , this lush three-year-old production has plenty grandeur and scale to fulfil as grown-up escapism .",1,0.9171071648597717,0.0828927755355835,294,15,t3,138
"Now trimmed by about 20 seconds , this lush three-year-old production has plenty grandeur and scale .",0,0.7500880360603333,0.2499119192361832,to fulfill as grown-up escapism,1,0.9359110593795776,0.06408901512622833,"Now trimmed by about 20 seconds , this lush three-year-old production has plenty grandeur and scale to fulfill as grown-up escapism .",1,0.8605680465698242,0.1394319385290146,301,15,t3,140
"Now trimmed by about 20 seconds , this lush three-year-old production has plenty grandeur and scale .",0,0.7500880360603333,0.2499119192361832,to fulfil as grown-up escapism,1,0.9582498073577881,0.041750218719244,"Now trimmed by about 20 seconds , this lush three-year-old production has plenty grandeur and scale to fulfil as grown-up escapism .",1,0.8629168272018433,0.1370831280946732,302,15,t3,140
A 179-minute meditation .,1,0.7409176826477051,0.2590823173522949,noteworthy,0,0.7456251978874207,0.254374772310257,A noteworthy 179-minute meditation .,0,0.296375572681427,0.7036244869232178,310,17,t0,145
A noteworthy 179-minute meditation .,0,0.296375572681427,0.7036244869232178,on the nature of revolution,1,0.8495705723762512,0.1504293978214264,A noteworthy 179-minute meditation on the nature of revolution .,0,0.5153775811195374,0.4846223890781403,311,17,t1,146
Waydowntown is by no means a perfect film .,0,0.8529601693153381,0.1470398753881454,but its boast a huge charm factor and smacks of originality,0,0.4327912330627441,0.5672087669372559,"Waydowntown is by no means a perfect film , but its boast a huge charm factor and smacks of originality .",0,0.3910990059375763,0.6089010238647461,313,18,t1,148
Waydowntown is by no means a perfect film .,0,0.8529601693153381,0.1470398753881454,but its boasts a immense charm factor and smacks of originality,0,0.2647843062877655,0.7352156639099121,"Waydowntown is by no means a perfect film , but its boasts a immense charm factor and smacks of originality .",0,0.4127703309059143,0.5872296094894409,314,18,t1,148
Waydowntown is by no means a perfect film .,0,0.8529601693153381,0.1470398753881454,but its boasts a vast charm factor and smacks of originality,0,0.3339109122753143,0.6660891175270081,"Waydowntown is by no means a perfect film , but its boasts a vast charm factor and smacks of originality .",0,0.4373878538608551,0.5626121759414673,315,18,t1,148
Waydowntown is by no means a perfect film .,0,0.8529601693153381,0.1470398753881454,but its boasts a huge charm gene and smacks of originality,0,0.4923372268676758,0.507662832736969,"Waydowntown is by no means a perfect film , but its boasts a huge charm gene and smacks of originality .",1,0.5621287226676941,0.4378712475299835,316,18,t1,148
Waydowntown is by no means a perfect film .,0,0.8529601693153381,0.1470398753881454,but its boasts a huge charm factor and smack of originality,0,0.2372062802314758,0.7627937197685242,"Waydowntown is by no means a perfect film , but its boasts a huge charm factor and smack of originality .",0,0.3605263829231262,0.6394736170768738,317,18,t1,148
"Some , like ballistic , arrive stillborn .",0,0.8110597133636475,0.1889403015375137,"... searching like the beaten , well-worn video box cover of seven years",0,0.6651455163955688,0.3348545134067535,"Some , like ballistic , arrive stillborn ... searching like the beaten , well-worn video box cover of seven years .",0,0.6603286862373352,0.3396712839603424,319,20,t1,150
"Some , like ballistic , arrive stillborn .",0,0.8110597133636475,0.1889403015375137,"... waiting like the beaten , well-worn video box cover of seven years",0,0.6413803696632385,0.3586196303367615,"Some , like ballistic , arrive stillborn ... waiting like the beaten , well-worn video box cover of seven years .",0,0.6620292067527771,0.3379707336425781,320,20,t1,150
"Some , like ballistic , arrive stillborn .",0,0.8110597133636475,0.1889403015375137,"... looking like the crushed , well-worn video box cover of seven years",0,0.6414745450019836,0.3585254549980164,"Some , like ballistic , arrive stillborn ... looking like the crushed , well-worn video box cover of seven years .",0,0.6826341152191162,0.3173658847808838,322,20,t1,150
"Some , like ballistic , arrive stillborn ... searching like the beaten , well-worn video box cover of seven years .",0,0.6603286862373352,0.3396712839603424,into the future,1,0.7454304695129395,0.2545695006847382,"Some , like ballistic , arrive stillborn ... searching like the beaten , well-worn video box cover of seven years into the future .",0,0.781383752822876,0.2186162769794464,326,20,t2,151
"Some , like ballistic , arrive stillborn ... looking like the crushed , well-worn video box cover of seven years .",0,0.6826341152191162,0.3173658847808838,into the future,1,0.7454304695129395,0.2545695006847382,"Some , like ballistic , arrive stillborn ... looking like the crushed , well-worn video box cover of seven years into the future .",0,0.7948384284973145,0.2051615715026855,329,20,t2,154
movie .,1,0.6903924345970154,0.309607595205307,Good,0,0.3495678901672363,0.6504321694374084,Good movie .,0,0.08213505893945694,0.9178649187088013,434,23,t0,196
The way is by lowering your expectations .,0,0.9608611464500427,0.03913881257176399,good,0,0.3300071358680725,0.6699928641319275,The good way is by lowering your expectations .,0,0.06880367547273636,0.931196391582489,502,26,t0,206
The way is by lowering your expectations .,0,0.9608611464500427,0.03913881257176399,well,0,0.514067530632019,0.485932469367981,The well way is by lowering your expectations .,0,0.4254832565784454,0.574516773223877,504,26,t0,206
The good way is by lowering your expectations .,0,0.06880367547273636,0.931196391582489,to hope for any opportunity of enjoying this film,1,0.8010001182556152,0.1989999562501907,The good way to hope for any opportunity of enjoying this film is by lowering your expectations .,0,0.3728892505168915,0.6271107196807861,507,26,t1,207
The good way is by lowering your expectations .,0,0.06880367547273636,0.931196391582489,to hope for any chance of basking this film,1,0.6698614358901978,0.3301385343074799,The good way to hope for any chance of basking this film is by lowering your expectations .,0,0.5041391849517822,0.4958607852458954,512,26,t1,207
The good way is by lowering your expectations .,0,0.06880367547273636,0.931196391582489,to hope for any chance of enjoying this flick,1,0.47518390417099,0.52481609582901,The good way to hope for any chance of enjoying this flick is by lowering your expectations .,0,0.5120976567268372,0.4879023730754852,514,26,t1,207
The good way is by lowering your expectations .,0,0.06880367547273636,0.931196391582489,to hope for any chance of enjoying this cinema,1,0.6019001603126526,0.3980998694896698,The good way to hope for any chance of enjoying this cinema is by lowering your expectations .,0,0.7303624749183655,0.2696375250816345,515,26,t1,207
The better way is by lowering your expectations .,0,0.8704656958580017,0.1295343637466431,to trust for any chance of enjoying this film,0,0.7613917589187622,0.238608181476593,The better way to trust for any chance of enjoying this film is by lowering your expectations .,0,0.7335395216941833,0.2664605379104614,516,26,t1,208
The better way is by lowering your expectations .,0,0.8704656958580017,0.1295343637466431,to hope for any luck of enjoying this film,0,0.4371537566184998,0.562846302986145,The better way to hope for any luck of enjoying this film is by lowering your expectations .,0,0.6752297282218933,0.3247702717781067,519,26,t1,208
The well way is by lowering your expectations .,0,0.4254832565784454,0.574516773223877,to hope for any opportunity of enjoying this film,1,0.8010001182556152,0.1989999562501907,The well way to hope for any opportunity of enjoying this film is by lowering your expectations .,0,0.7903051376342773,0.2096948176622391,529,26,t1,209
The well way is by lowering your expectations .,0,0.4254832565784454,0.574516773223877,to hope for any chance of basking this film,1,0.6698614358901978,0.3301385343074799,The well way to hope for any chance of basking this film is by lowering your expectations .,0,0.9242751002311707,0.07572486996650696,534,26,t1,209
The well way is by lowering your expectations .,0,0.4254832565784454,0.574516773223877,to hope for any chance of enjoying this flick,1,0.47518390417099,0.52481609582901,The well way to hope for any chance of enjoying this flick is by lowering your expectations .,0,0.9240143895149231,0.07598567754030228,536,26,t1,209
The well way is by lowering your expectations .,0,0.4254832565784454,0.574516773223877,to hope for any chance of enjoying this cinema,1,0.6019001603126526,0.3980998694896698,The well way to hope for any chance of enjoying this cinema is by lowering your expectations .,0,0.9570279121398926,0.04297210276126862,537,26,t1,209
This is a film .,1,0.8075366020202637,0.1924633830785751,startling,0,0.5130104422569275,0.4869895577430725,This is a startling film .,1,0.6657757759094238,0.3342241942882538,588,28,t0,221
This is a startling film .,1,0.6657757759094238,0.3342241942882538,"that gives you a enchanting , albeit depressing view of iranian rural life close",1,0.58620685338974,0.4137931764125824,"This is a startling film that gives you a enchanting , albeit depressing view of iranian rural life close .",1,0.8707463145256042,0.1292537152767181,595,28,t1,222
Most New movies have a sheen .,0,0.5792179107666016,0.4207821190357208,shining,1,0.6123692989349365,0.3876307606697083,Most New movies have a shining sheen .,0,0.7244770526885986,0.2755229771137238,637,30,t1,246
Most New movies have a sheen .,0,0.5792179107666016,0.4207821190357208,brilliant,0,0.3532244265079498,0.6467755436897278,Most New movies have a brilliant sheen .,0,0.4230450987815857,0.5769549012184143,640,30,t1,246
So few movies explore religion .,0,0.9603720903396606,0.03962795436382294,that it 's disappointing to look one reduce it to an idea,0,0.7290259003639221,0.2709741294384003,So few movies explore religion that it's disappointing to look one reduce it to an idea .,0,0.8407129049301147,0.1592871248722076,643,31,t1,248
So few movies explore religion .,0,0.9603720903396606,0.03962795436382294,that it 's disappointing to understand one reduce it to an idea,0,0.7829484343528748,0.2170515805482864,So few movies explore religion that it's disappointing to understand one reduce it to an idea .,0,0.856699526309967,0.1433005332946777,645,31,t1,248
So few movies explore religion .,0,0.9603720903396606,0.03962795436382294,that it 's disappointing to hear one reduce it to an idea,0,0.8768295645713806,0.123170480132103,So few movies explore religion that it's disappointing to hear one reduce it to an idea .,0,0.768855631351471,0.2311443239450455,646,31,t1,248
So few movies explore religion .,0,0.9603720903396606,0.03962795436382294,that it 's disappointing to see one shorten it to an idea,0,0.7613503336906433,0.2386496812105179,So few movies explore religion that it's disappointing to see one shorten it to an idea .,0,0.6912808418273926,0.3087191581726074,648,31,t1,248
So few movies explore religion .,0,0.9603720903396606,0.03962795436382294,that it 's disappointing to see one reduce it to an thought,0,0.7894303798675537,0.2105696201324463,So few movies explore religion that it's disappointing to see one reduce it to an thought .,0,0.8388182520866394,0.161181703209877,649,31,t1,248
