,original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,sent_id,insert_id,group_no,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
13,Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as often as her work with haynes in 1995 's safe,0,0.6828528642654419,0.3171471357345581,Moor's performance impresses about as often as her work with haynes in 1995 's safe .,0,0.2778817713260651,0.7221182584762573,258,13,t1,121,0,blank,1,1995,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
14,Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as lots as her work with haynes in 1995 's safe,0,0.7923230528831482,0.2076769024133682,Moor's performance impresses about as lots as her work with haynes in 1995 's safe .,0,0.2798478603363037,0.7201520800590515,259,13,t1,121,0,blank,1,1995,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
15,Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as practically as her work with haynes in 1995 's safe,0,0.395876944065094,0.6041229963302612,Moor's performance impresses about as practically as her work with haynes in 1995 's safe .,1,0.4111364781856537,0.5888634920120239,260,13,t1,121,0,blank,1,1995,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
16,Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as much as her work with haynes in 1995 's secure,0,0.5687418580055237,0.4312581419944763,Moor's performance impresses about as much as her work with haynes in 1995 's secure .,0,0.2973690927028656,0.7026309370994568,261,13,t1,121,0,blank,1,1995,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
17,Moore's performance impresses about .,1,0.596848726272583,0.403151273727417,as much as her work with haynes in 1995 's good,0,0.462218314409256,0.5377816557884216,Moor's performance impresses about as much as her work with haynes in 1995 's good .,0,0.3162173926830292,0.6837825775146484,262,13,t1,121,0,blank,1,1995,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
18,this production has grandeur and scale .,0,0.7259208559989929,0.2740791141986847,Now shaved by about 20 minutes,0,0.974212884902954,0.0257870964705944,"Now shaved by about 20 minutes , this production has grandeur and scale .",0,0.5055753588676453,0.4944246411323547,264,15,t0,122,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,about 20 minutes,0,blank
19,this production has grandeur and scale .,0,0.7259208559989929,0.2740791141986847,Now cropped by about 20 minutes,0,0.9276377558708192,0.0723621845245361,"Now cropped by about 20 minutes , this production has grandeur and scale .",0,0.5098931193351746,0.4901068210601807,265,15,t0,122,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,about 20 minutes,0,blank
20,this production has grandeur and scale .,0,0.7259208559989929,0.2740791141986847,Now trimmed by about 20 seconds,0,0.9729684591293336,0.0270315278321504,"Now trimmed by about 20 seconds , this production has grandeur and scale .",0,0.5547741055488586,0.4452258944511414,268,15,t0,122,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,about 20 seconds,0,blank
21,"Now shaved by about 20 minutes , this production has grandeur and scale .",0,0.5055753588676453,0.4944246411323547,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now shaved by about 20 minutes , this lush three-year-old production has grandeur and scale .",0,0.7648581862449646,0.2351418733596802,270,15,t1,124,0,blank,1,three-year-old,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
22,"Now cropped by about 20 minutes , this production has grandeur and scale .",0,0.5098931193351746,0.4901068210601807,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now cropped by about 20 minutes , this lush three-year-old production has grandeur and scale .",0,0.749992847442627,0.2500070929527283,271,15,t1,125,0,blank,1,three-year-old,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
23,"Now trimmed by about 20 mins , this production has grandeur and scale .",0,0.6489149332046509,0.3510850071907043,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now trimmed by about 20 mins , this lush three-year-old production has grandeur and scale .",0,0.7737102508544922,0.2262898236513138,272,15,t1,126,0,blank,1,three-year-old,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
24,"Now trimmed by about 20 hours , this production has grandeur and scale .",0,0.7508805990219116,0.2491193860769272,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now trimmed by about 20 hours , this lush three-year-old production has grandeur and scale .",0,0.8552114367485046,0.1447886377573013,273,15,t1,127,0,blank,1,three-year-old,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
25,"Now trimmed by about 20 seconds , this production has grandeur and scale .",0,0.5547741055488586,0.4452258944511414,lush three-year-old,1,0.7415474057197571,0.2584526240825653,"Now trimmed by about 20 seconds , this lush three-year-old production has grandeur and scale .",0,0.7460880279541016,0.2539119720458984,274,15,t1,128,0,blank,1,three-year-old,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
26,"Some , like ballistic , arrive stillborn .",0,0.8110597133636475,0.1889403015375137,"... searching like the beaten , well-worn video box cover of seven years",0,0.6651455163955688,0.3348545134067535,"Some , like ballistic , arrive stillborn ... searching like the beaten , well-worn video box cover of seven years .",0,0.6603286862373352,0.3396712839603424,319,20,t1,150,0,blank,1,seven years,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
27,"Some , like ballistic , arrive stillborn .",0,0.8110597133636475,0.1889403015375137,"... waiting like the beaten , well-worn video box cover of seven years",0,0.6413803696632385,0.3586196303367615,"Some , like ballistic , arrive stillborn ... waiting like the beaten , well-worn video box cover of seven years .",0,0.6620292067527771,0.3379707336425781,320,20,t1,150,0,blank,1,seven years,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
28,"Some , like ballistic , arrive stillborn .",0,0.8110597133636475,0.1889403015375137,"... looking like the crushed , well-worn video box cover of seven years",0,0.6414745450019836,0.3585254549980164,"Some , like ballistic , arrive stillborn ... looking like the crushed , well-worn video box cover of seven years .",0,0.6826341152191162,0.3173658847808838,322,20,t1,150,0,blank,1,seven years,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
29,This is a startling film .,1,0.6657757759094238,0.3342241942882538,"that gives you a enchanting , albeit depressing view of iranian rural life close",1,0.58620685338974,0.4137931764125824,"This is a startling film that gives you a enchanting , albeit depressing view of iranian rural life close .",1,0.8707463145256042,0.1292537152767181,595,28,t1,222,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,iranian,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
30,So few movies explore religion .,0,0.9603720903396606,0.0396279543638229,that it 's disappointing to see one shorten it to an idea,0,0.7613503336906433,0.2386496812105179,So few movies explore religion that it's disappointing to see one shorten it to an idea .,0,0.6912808418273926,0.3087191581726074,648,31,t1,248,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
31,So few movies explore religion .,0,0.9603720903396606,0.0396279543638229,that it 's disappointing to see one reduce it to an thought,0,0.7894303798675537,0.2105696201324463,So few movies explore religion that it's disappointing to see one reduce it to an thought .,0,0.8388182520866394,0.161181703209877,649,31,t1,248,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
32,So few movies explore religion .,0,0.9603720903396606,0.0396279543638229,that it 's disappointing to see one reduce it to an mind,0,0.6102803945541382,0.3897195756435394,So few movies explore religion that it's disappointing to see one reduce it to an mind .,0,0.7764152884483337,0.223584771156311,650,31,t1,248,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
33,"Another great , dumb action film in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero .",0,0.7690104842185974,0.2309894561767578,to drive his sleek pitch-black bmw through,0,0.4871054589748383,0.5128945112228394,"Another great , dumb action film in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero to drive his sleek pitch-black bmw through .",0,0.6584640145301819,0.3415360152721405,1117,36,t3,325,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
34,"Another great , dumb action film in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero .",0,0.7690104842185974,0.2309894561767578,to drive his sleek black-market bmw through,0,0.4227096438407898,0.5772903561592102,"Another great , dumb action film in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero to drive his sleek black-market bmw through .",0,0.6474063396453857,0.3525936901569366,1118,36,t3,325,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
35,"Another great , dumb action flick in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero .",0,0.7894070744514465,0.210592970252037,to drive his sleek pitch-black bmw through,0,0.4871054589748383,0.5128945112228394,"Another great , dumb action flick in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero to drive his sleek pitch-black bmw through .",0,0.6573910117149353,0.3426089584827423,1166,36,t3,332,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
36,"Another great , dumb action flick in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero .",0,0.7894070744514465,0.210592970252037,to drive his sleek black-market bmw through,0,0.4227096438407898,0.5772903561592102,"Another great , dumb action flick in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero to drive his sleek black-market bmw through .",0,0.6488901376724243,0.3511098325252533,1167,36,t3,332,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
37,"Another great , dumb action picture in the vein of xxx , the transporter is riddled with plot holes great enough for its titular hero .",0,0.4448934197425842,0.5551065802574158,to drive his silky black bmw through,1,0.1617942899465561,0.8382056355476379,"Another great , dumb action picture in the vein of xxx , the transporter is riddled with plot holes great enough for its titular hero to drive his silky black bmw through .",0,0.5507546663284302,0.4492453038692474,1200,36,t3,337,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
38,"Another great , dumb action picture in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero .",0,0.7671194076538086,0.232880562543869,to drive his sleek pitch-black bmw through,0,0.4871054589748383,0.5128945112228394,"Another great , dumb action picture in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero to drive his sleek pitch-black bmw through .",0,0.6508904099464417,0.3491096198558807,1215,36,t3,339,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
39,"Another great , dumb action picture in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero .",0,0.7671194076538086,0.232880562543869,to drive his sleek black-market bmw through,0,0.4227096438407898,0.5772903561592102,"Another great , dumb action picture in the vein of xxx , the transporter is riddled with plot holes giving enough for its titular hero to drive his sleek black-market bmw through .",0,0.6447374224662781,0.3552625775337219,1216,36,t3,339,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
40,"Another great , dumb action movie in the vein of XXX , the transporter is riddled with plot holes bad enough for its titular hero .",0,0.7211371064186096,0.2788628935813904,to drive his silky black bmw through,1,0.1617942899465561,0.8382056355476379,"Another great , dumb action movie in the vein of XXX , the transporter is riddled with plot holes bad enough for its titular hero to drive his silky black bmw through .",0,0.8247950673103333,0.1752049326896667,1256,36,t3,345,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
41,"Another great , dumb action movie in the vein of XXX , the transporter is riddled with plot holes bad enough for its titular hero .",0,0.7211371064186096,0.2788628935813904,to drive his sleek dark bmw through,1,0.1893290877342224,0.8106709122657776,"Another great , dumb action movie in the vein of XXX , the transporter is riddled with plot holes bad enough for its titular hero to drive his sleek dark bmw through .",0,0.8257552981376648,0.1742446571588516,1259,36,t3,345,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
42,"Another great , dumb action movie in the vein of XXX , the transporter is riddled with plot holes giving enough for its titular hero .",0,0.7721419334411621,0.2278580814599991,to drive his sleek pitch-black bmw through,0,0.4871054589748383,0.5128945112228394,"Another great , dumb action movie in the vein of XXX , the transporter is riddled with plot holes giving enough for its titular hero to drive his sleek pitch-black bmw through .",0,0.6662980318069458,0.3337019383907318,1264,36,t3,346,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
43,"Another great , dumb action movie in the vein of XXX , the transporter is riddled with plot holes giving enough for its titular hero .",0,0.7721419334411621,0.2278580814599991,to drive his sleek black-market bmw through,0,0.4227096438407898,0.5772903561592102,"Another great , dumb action movie in the vein of XXX , the transporter is riddled with plot holes giving enough for its titular hero to drive his sleek black-market bmw through .",0,0.6515582799911499,0.3484417498111725,1265,36,t3,346,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
44,"Another big , dumb activity film in the vein of xxx , the transporter is riddled with plot holes great enough for its titular hero .",0,0.7877628803253174,0.212237074971199,to drive his silky black bmw through,1,0.1617942899465561,0.8382056355476379,"Another big , dumb activity film in the vein of xxx , the transporter is riddled with plot holes great enough for its titular hero to drive his silky black bmw through .",0,0.8881527185440063,0.1118472665548325,1886,36,t3,435,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
45,"Another big , dumb activity flick in the vein of xxx , the transporter is riddled with plot holes great enough for its titular hero .",0,0.7841932773590088,0.2158067524433136,to drive his silky black bmw through,1,0.1617942899465561,0.8382056355476379,"Another big , dumb activity flick in the vein of xxx , the transporter is riddled with plot holes great enough for its titular hero to drive his silky black bmw through .",0,0.8911823034286499,0.1088176667690277,1935,36,t3,442,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
46,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a really singular character .",0,0.4393404424190521,0.5606595873832703,one whose infirmities are only slightly magnified versions,0,0.8416586518287659,0.1583413928747177,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a really singular character , one whose infirmities are only slightly magnified versions .",0,0.2818771600723267,0.7181228399276733,3362,51,t1,670,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
47,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a really singular character .",0,0.4393404424190521,0.5606595873832703,one whose frailties are only slightly enlarged versions,0,0.8808141350746155,0.1191858425736427,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a really singular character , one whose frailties are only slightly enlarged versions .",0,0.2627220153808594,0.7372779846191406,3365,51,t1,670,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
48,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a really singular character .",0,0.4393404424190521,0.5606595873832703,one whose frailties are only slightly magnified editions,0,0.6997414827346802,0.3002585172653198,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a really singular character , one whose frailties are only slightly magnified editions .",0,0.3352688848972321,0.6647311449050903,3366,51,t1,670,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
49,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a sincerely singular character .",0,0.6001051664352417,0.3998948335647583,one whose infirmities are only slightly magnified versions,0,0.8416586518287659,0.1583413928747177,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a sincerely singular character , one whose infirmities are only slightly magnified versions .",0,0.4899770617485046,0.5100229978561401,3368,51,t1,671,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
50,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly peculiar character .",0,0.5930729508399963,0.4069270491600037,one whose infirmities are only slightly magnified versions,0,0.8416586518287659,0.1583413928747177,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly peculiar character , one whose infirmities are only slightly magnified versions .",0,0.4735287725925446,0.5264711976051331,3374,51,t1,672,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
51,"Watching trouble every Day , at least if you don't love what's coming , is like biting into what looks like a luscious , delicious plum and coming away with your mouth full of rotten pulp and living worms .",0,0.5852182507514954,0.4147817492485046,on a red-hot summer day,1,0.270160436630249,0.729839563369751,"Watching trouble every Day , at least if you don't love what's coming , is like biting into what looks like a luscious , delicious plum on a red-hot summer day and coming away with your mouth full of rotten pulp and living worms .",0,0.731377899646759,0.268622100353241,3628,53,t3,729,0,blank,1,summer day,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
52,"Watching trouble every Day , at least if you don't love what's coming , is like biting into what looks like a spicy , delicious plum and coming away with your mouth full of rotten pulp and living worms .",0,0.4706851243972778,0.5293148756027222,on a red-hot summer day,1,0.270160436630249,0.729839563369751,"Watching trouble every Day , at least if you don't love what's coming , is like biting into what looks like a spicy , delicious plum on a red-hot summer day and coming away with your mouth full of rotten pulp and living worms .",0,0.682226836681366,0.3177731931209564,3632,53,t3,730,0,blank,1,summer day,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
53,"Watching trouble every Day , at least if you don't love what's coming , is like biting into what looks like a voluptuous , delicious plum and coming away with your mouth full of rotten pulp and living worms .",0,0.4606881439685822,0.5393118262290955,on a red-hot summer day,1,0.270160436630249,0.729839563369751,"Watching trouble every Day , at least if you don't love what's coming , is like biting into what looks like a voluptuous , delicious plum on a red-hot summer day and coming away with your mouth full of rotten pulp and living worms .",0,0.6169636249542236,0.3830363154411316,3636,53,t3,731,0,blank,1,summer day,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
