,original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,sent_id,insert_id,group_no,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
15,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an enjoyably unpretentious way .",0,0.520186722278595,0.479813277721405,to spend ninety mins,0,0.7560752630233765,0.2439247369766235,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an enjoyably unpretentious way to spend ninety mins .",1,0.0799273252487182,0.9200726747512816,16737,432,t3,4959,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety mins,0,blank
16,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an enjoyably unpretentious way .",0,0.520186722278595,0.479813277721405,to spend ninety hours,0,0.8463172912597656,0.1536827087402344,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an enjoyably unpretentious way to spend ninety hours .",1,0.0870603322982788,0.9129396677017212,16738,432,t3,4959,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety hours,0,blank
17,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an enjoyably unpretentious way .",0,0.520186722278595,0.479813277721405,to spend ninety seconds,0,0.8554671406745911,0.1445328593254089,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an enjoyably unpretentious way to spend ninety seconds .",1,0.2107078433036804,0.7892921566963196,16739,432,t3,4959,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety seconds,0,blank
18,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an pleasantly unpretentious way .",0,0.854580283164978,0.145419716835022,to expend ninety minutes,0,0.9205330610275269,0.0794669389724731,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an pleasantly unpretentious way to expend ninety minutes .",0,0.5336796045303345,0.4663203954696655,16740,432,t3,4960,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety minutes,0,blank
19,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an pleasantly unpretentious way .",0,0.854580283164978,0.145419716835022,to spend ninety mins,0,0.7560752630233765,0.2439247369766235,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an pleasantly unpretentious way to spend ninety mins .",1,0.2802444100379944,0.7197555899620056,16741,432,t3,4960,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety mins,0,blank
20,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an pleasantly unpretentious way .",0,0.854580283164978,0.145419716835022,to spend ninety hours,0,0.8463172912597656,0.1536827087402344,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an pleasantly unpretentious way to spend ninety hours .",1,0.3271442055702209,0.672855794429779,16742,432,t3,4960,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety hours,0,blank
21,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an pleasantly unpretentious way .",0,0.854580283164978,0.145419716835022,to spend ninety seconds,0,0.8554671406745911,0.1445328593254089,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an pleasantly unpretentious way to spend ninety seconds .",0,0.6532273292541504,0.3467726707458496,16743,432,t3,4960,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety seconds,0,blank
22,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an agreeably understated way .",0,0.956259787082672,0.0437402129173278,to spend ninety mins,0,0.7560752630233765,0.2439247369766235,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an agreeably understated way to spend ninety mins .",0,0.681487500667572,0.318512499332428,16745,432,t3,4961,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety mins,0,blank
23,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an agreeably understated way .",0,0.956259787082672,0.0437402129173278,to spend ninety hours,0,0.8463172912597656,0.1536827087402344,"Somewhere short of tremors on the Modern b-scene : neither as funny nor as clever , though an agreeably understated way to spend ninety hours .",0,0.721397340297699,0.278602659702301,16746,432,t3,4961,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety hours,0,blank
24,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an enjoyably unpretentious way .",0,0.5481873154640198,0.4518126845359802,to expend ninety minutes,0,0.9205330610275269,0.0794669389724731,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an enjoyably unpretentious way to expend ninety minutes .",1,0.235093891620636,0.764906108379364,16764,432,t3,4966,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety minutes,0,blank
25,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an enjoyably unpretentious way .",0,0.5481873154640198,0.4518126845359802,to spend ninety mins,0,0.7560752630233765,0.2439247369766235,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an enjoyably unpretentious way to spend ninety mins .",1,0.0940593481063842,0.9059406518936156,16765,432,t3,4966,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety mins,0,blank
26,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an enjoyably unpretentious way .",0,0.5481873154640198,0.4518126845359802,to spend ninety hours,0,0.8463172912597656,0.1536827087402344,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an enjoyably unpretentious way to spend ninety hours .",1,0.1034969091415405,0.8965030908584595,16766,432,t3,4966,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety hours,0,blank
27,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an enjoyably unpretentious way .",0,0.5481873154640198,0.4518126845359802,to spend ninety seconds,0,0.8554671406745911,0.1445328593254089,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an enjoyably unpretentious way to spend ninety seconds .",1,0.242570698261261,0.757429301738739,16767,432,t3,4966,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety seconds,0,blank
28,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an pleasantly unpretentious way .",0,0.8764551877975464,0.1235448122024536,to expend ninety minutes,0,0.9205330610275269,0.0794669389724731,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an pleasantly unpretentious way to expend ninety minutes .",0,0.6245760321617126,0.3754239678382874,16768,432,t3,4967,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety minutes,0,blank
29,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an pleasantly unpretentious way .",0,0.8764551877975464,0.1235448122024536,to spend ninety mins,0,0.7560752630233765,0.2439247369766235,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an pleasantly unpretentious way to spend ninety mins .",1,0.3609455823898315,0.6390544176101685,16769,432,t3,4967,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety mins,0,blank
30,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an pleasantly unpretentious way .",0,0.8764551877975464,0.1235448122024536,to spend ninety hours,0,0.8463172912597656,0.1536827087402344,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an pleasantly unpretentious way to spend ninety hours .",1,0.4000853896141052,0.5999146103858948,16770,432,t3,4967,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety hours,0,blank
31,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an pleasantly unpretentious way .",0,0.8764551877975464,0.1235448122024536,to spend ninety seconds,0,0.8554671406745911,0.1445328593254089,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an pleasantly unpretentious way to spend ninety seconds .",0,0.7131031155586243,0.2868968844413757,16771,432,t3,4967,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety seconds,0,blank
32,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an agreeably understated way .",0,0.9604525566101074,0.0395474433898925,to spend ninety mins,0,0.7560752630233765,0.2439247369766235,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an agreeably understated way to spend ninety mins .",0,0.7563919425010681,0.2436080574989319,16773,432,t3,4968,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety mins,0,blank
33,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an agreeably understated way .",0,0.9604525566101074,0.0395474433898925,to spend ninety hours,0,0.8463172912597656,0.1536827087402344,"Somewhere short of tremors on the innovative b-scene : neither as funny nor as clever , though an agreeably understated way to spend ninety hours .",0,0.7773935198783875,0.2226064801216125,16774,432,t3,4968,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,ninety hours,0,blank
34,Even legends like alfred hitchcock and john huston occasionally directed trifles ... .,0,0.9125662446022034,0.0874337553977966,so it 's no surprise to look a world-class filmmaker like zhang yimou,0,0.8420664072036743,0.1579335927963257,Even legends like alfred hitchcock and john huston occasionally directed trifles ... so it's no surprise to look a world-class filmmaker like zhang yimou .,1,0.149570643901825,0.850429356098175,19436,558,t3,5801,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
35,Even legends like alfred hitchcock and john huston occasionally directed trifles ... .,0,0.9125662446022034,0.0874337553977966,so it 's no surprise to understand a world-class filmmaker like zhang yimou,0,0.9215475916862488,0.0784524083137512,Even legends like alfred hitchcock and john huston occasionally directed trifles ... so it's no surprise to understand a world-class filmmaker like zhang yimou .,0,0.6113523840904236,0.3886476159095764,19438,558,t3,5801,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
36,Even legends like alfred hitchcock and john huston occasionally directed trifles ... .,0,0.9125662446022034,0.0874337553977966,so it 's no surprise to hear a world-class filmmaker like zhang yimou,0,0.527736246585846,0.4722637534141541,Even legends like alfred hitchcock and john huston occasionally directed trifles ... so it's no surprise to hear a world-class filmmaker like zhang yimou .,1,0.0659847259521484,0.9340152740478516,19439,558,t3,5801,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
37,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns keep no more surprise .",1,0.2561458945274353,0.7438541054725647,than yesterday 's weather study,1,0.3194064497947693,0.6805935502052307,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns keep no more surprise than yesterday's weather study .",1,0.3846129179000854,0.6153870820999146,19747,566,t2,5913,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
38,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns take no more surprise .",1,0.1536934971809387,0.8463065028190613,than yesterday 's weather study,1,0.3194064497947693,0.6805935502052307,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns take no more surprise than yesterday's weather study .",1,0.2707738876342773,0.7292261123657227,19749,566,t2,5914,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
39,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns give no more surprise .",1,0.2223754525184631,0.7776245474815369,than yesterday 's weather study,1,0.3194064497947693,0.6805935502052307,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns give no more surprise than yesterday's weather study .",1,0.3567500114440918,0.6432499885559082,19751,566,t2,5915,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
40,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns make no more surprise .",1,0.209267258644104,0.790732741355896,than yesterday 's weather study,1,0.3194064497947693,0.6805935502052307,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns make no more surprise than yesterday's weather study .",1,0.3321197628974915,0.6678802371025085,19753,566,t2,5916,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
41,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns carry no more surprise .",1,0.1898871064186096,0.8101128935813904,than yesterday 's weather report,1,0.3107856512069702,0.6892143487930298,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns carry no more surprise than yesterday's weather report .",1,0.2988023161888123,0.7011976838111877,19754,566,t2,5917,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
42,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns carry no more surprise .",1,0.1898871064186096,0.8101128935813904,than yesterday 's weather study,1,0.3194064497947693,0.6805935502052307,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns carry no more surprise than yesterday's weather study .",1,0.3347969651222229,0.6652030348777771,19755,566,t2,5917,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
43,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns keep no more surprise .",0,0.5322487950325012,0.4677512049674988,than yesterday 's weather report,1,0.3107856512069702,0.6892143487930298,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns keep no more surprise than yesterday's weather report .",0,0.6562157273292542,0.3437842726707458,19766,566,t2,5923,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
44,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns keep no more surprise .",0,0.5322487950325012,0.4677512049674988,than yesterday 's weather study,1,0.3194064497947693,0.6805935502052307,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns keep no more surprise than yesterday's weather study .",0,0.6696959137916565,0.3303040862083435,19767,566,t2,5923,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
45,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns take no more surprise .",1,0.3573679327964783,0.6426320672035217,than yesterday 's weather report,1,0.3107856512069702,0.6892143487930298,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns take no more surprise than yesterday's weather report .",0,0.5292244553565979,0.4707755446434021,19768,566,t2,5924,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
46,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns take no more surprise .",1,0.3573679327964783,0.6426320672035217,than yesterday 's weather study,1,0.3194064497947693,0.6805935502052307,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns take no more surprise than yesterday's weather study .",0,0.544048547744751,0.455951452255249,19769,566,t2,5924,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
47,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns give no more surprise .",1,0.4919302463531494,0.5080697536468506,than yesterday 's weather report,1,0.3107856512069702,0.6892143487930298,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns give no more surprise than yesterday's weather report .",0,0.6175839304924011,0.3824160695075989,19770,566,t2,5925,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
48,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns give no more surprise .",1,0.4919302463531494,0.5080697536468506,than yesterday 's weather study,1,0.3194064497947693,0.6805935502052307,"Proof that a thriller can be sleekly took , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns give no more surprise than yesterday's weather study .",0,0.6394307017326355,0.3605692982673645,19771,566,t2,5925,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
