,original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
10,tourists might want to consider a different destination .,0,0.7338528633117676,0.2661471366882324,If this is the danish coast,1,0.2412206530570984,0.7587793469429016,"If this is the danish coast , tourists might want to consider a different destination .",0,0.9679580330848694,0.0320419669151306,25611,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,danish,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
11,Pryor lite .,1,0.0834536552429199,0.91654634475708,"with half the demons , half the daring , much needed talent",1,0.2652364373207092,0.7347635626792908,"Pryor lite , with half the demons , half the daring , much needed talent .",1,0.1841729879379272,0.8158270120620728,33774,2,"blank,half",0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
12,the legends like alfred hitchcock and john huston who directed trifles ... .,1,0.3459259271621704,0.6540740728378296,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,the legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.0744972229003906,0.9255027770996094,33860,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
13,the legends like alfred hitchcock and john huston occasionally directed trifles ... .,0,0.7880693078041077,0.2119306921958923,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,the legends like alfred hitchcock and john huston occasionally directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.0467562675476074,0.9532437324523926,33870,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
14,Even legends like alfred hitchcock and john huston who directed trifles ... .,0,0.7696346044540405,0.2303653955459595,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,Even legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.0645524859428405,0.9354475140571594,33881,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
15,Even legends like alfred hitchcock and john huston have directed trifles ... .,0,0.9585410952568054,0.0414589047431945,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,Even legends like alfred hitchcock and john huston have directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.0817267298698425,0.9182732701301576,33893,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
16,Even legends like alfred hitchcock and john huston had directed trifles ... .,0,0.974694848060608,0.025305151939392,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,Even legends like alfred hitchcock and john huston had directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.0466555953025817,0.9533444046974182,33902,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
17,Even legends like alfred hitchcock and john huston occasionally directed trifles ... .,0,0.9125662446022034,0.0874337553977966,so it 's no surprise to see a world-class star like zhang yimou,0,0.5851929187774658,0.4148070812225342,Even legends like alfred hitchcock and john huston occasionally directed trifles ... so it's no surprise to see a world-class star like zhang yimou .,1,0.0613570213317871,0.9386429786682128,33912,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,zhang yimou,0,blank,0,blank,0,blank,0,blank
18,the legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou behind the scenes .,1,0.0823649168014526,0.9176350831985474,for a decade,1,0.0682116746902465,0.9317883253097534,the legends like alfred hitchcock and john huston who directed trifles ... so it's no surprise to see a world-class star like zhang yimou behind the scenes for a decade .,1,0.1828815937042236,0.8171184062957764,34170,0,blank,1,a decade,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
19,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.3393027782440186,0.6606972217559814,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",1,0.4811750054359436,0.5188249945640564,38241,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
20,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.3393027782440186,0.6606972217559814,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",1,0.4811750054359436,0.5188249945640564,38242,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
21,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.3393027782440186,0.6606972217559814,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",0,0.5562391877174377,0.4437608122825623,38243,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
22,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.3393027782440186,0.6606972217559814,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",1,0.4811750054359436,0.5188249945640564,38244,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
23,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.3393027782440186,0.6606972217559814,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather forecast .",1,0.4940317869186401,0.5059682130813599,38245,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
24,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",1,0.3393027782440186,0.6606972217559814,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",1,0.4811750054359436,0.5188249945640564,38246,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
25,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",1,0.4891477227210999,0.5108522772789001,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's news report .",0,0.6491585969924927,0.3508414030075073,38249,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
26,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise .",1,0.4891477227210999,0.5108522772789001,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday's weather forecast .",0,0.5992434620857239,0.4007565379142761,38251,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
27,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.4209274649620056,0.5790725350379944,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.5814864039421082,0.4185135960578918,38254,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
28,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.4209274649620056,0.5790725350379944,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's news report .",0,0.635229766368866,0.364770233631134,38255,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
29,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.4209274649620056,0.5790725350379944,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.5814864039421082,0.4185135960578918,38256,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
30,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.4209274649620056,0.5790725350379944,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather forecast .",0,0.5851967930793762,0.4148032069206238,38257,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
31,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",1,0.4209274649620056,0.5790725350379944,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's weather report .",0,0.5814864039421082,0.4185135960578918,38258,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
32,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.3805258274078369,0.6194741725921631,than today 's weather report,1,0.2763184905052185,0.7236815094947815,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than today's weather report .",1,0.4974943995475769,0.5025056004524231,38259,0,blank,1,today,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
33,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.3805258274078369,0.6194741725921631,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.5987045764923096,0.4012954235076904,38260,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
34,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.3805258274078369,0.6194741725921631,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.5987045764923096,0.4012954235076904,38261,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
35,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.3805258274078369,0.6194741725921631,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",0,0.5986340045928955,0.4013659954071045,38262,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
36,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",1,0.3805258274078369,0.6194741725921631,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a film can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.5987045764923096,0.4012954235076904,38263,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
37,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",0,0.6430901288986206,0.3569098711013794,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.7526564002037048,0.2473435997962952,38265,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
38,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",0,0.6430901288986206,0.3569098711013794,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.7526564002037048,0.2473435997962952,38266,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
39,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",0,0.6430901288986206,0.3569098711013794,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's news report .",0,0.7998701930046082,0.2001298069953918,38267,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
40,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",0,0.6430901288986206,0.3569098711013794,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.7526564002037048,0.2473435997962952,38268,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
41,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",0,0.6430901288986206,0.3569098711013794,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather forecast .",0,0.7670899033546448,0.2329100966453552,38269,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
42,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise .",0,0.6430901288986206,0.3569098711013794,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns are no more surprise than yesterday's weather report .",0,0.7526564002037048,0.2473435997962952,38270,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
43,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises .",0,0.732037365436554,0.267962634563446,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprises than yesterday's news report .",0,0.8478736877441406,0.1521263122558594,38280,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
44,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",0,0.6886169910430908,0.3113830089569092,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.8196340799331665,0.1803659200668335,38285,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
45,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",0,0.6886169910430908,0.3113830089569092,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.8196340799331665,0.1803659200668335,38286,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
46,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",0,0.6886169910430908,0.3113830089569092,than yesterday 's news report,1,0.4045511484146118,0.5954488515853882,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's news report .",0,0.8514968156814575,0.1485031843185425,38287,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
47,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",0,0.6886169910430908,0.3113830089569092,than yesterday 's weather report,1,0.3107851147651672,0.6892148852348328,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather report .",0,0.8196340799331665,0.1803659200668335,38288,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
48,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense .",0,0.6886169910430908,0.3113830089569092,than yesterday 's weather forecast,1,0.251714289188385,0.748285710811615,"Proof that a movie can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more suspense than yesterday's weather forecast .",0,0.8231870532035828,0.1768129467964172,38289,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
