,original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
27,"Doug liman , the director of bourne , directs the traffic well .",0,0.3335505425930023,0.6664494872093201,"takes a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere",0,0.0747266411781311,0.9252733588218688,"Doug liman , the director of bourne , directs the traffic well , takes a nice wintry look from his locations , absorbs us with the movi's spycraft and uses damon 's ability to be focused and sincere .",0,0.1417655944824219,0.8582344055175781,1275,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,damon,0,blank,0,blank,0,blank,0,blank
28,"Doug liman , the director of traffic , directs the traffic well .",1,0.7074401378631592,0.2925598919391632,"takes a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere",0,0.0747266411781311,0.9252733588218688,"Doug liman , the director of traffic , directs the traffic well , takes a nice wintry look from his locations , absorbs us with the movi's spycraft and uses damon 's ability to be focused and sincere .",1,0.163107767701149,0.8368922472000122,1301,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,damon,0,blank,0,blank,0,blank,0,blank
29,"The furious coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end .",0,0.7244386076927185,0.2755613625049591,less like a movie than like the first reading of a script in need of polishing,0,0.7297340631484985,0.2702659070491791,"The furious coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the first reading of a script in need of polishing .",0,0.6238407492637634,0.3761593103408813,1761,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,first,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
30,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character .",0,0.4982862174510956,0.5017138123512268,one whose frailties are only slightly different versions,0,0.7194733023643494,0.2805267572402954,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly different versions .",0,0.3968516886234283,0.603148341178894,1887,1,one,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
31,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose features are only slightly magnified versions of the original .",0,0.4884359240531921,0.5115640759468079,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose features are only slightly magnified versions of the original that vex nearly everyone .",0,0.3464749455451965,0.6535249948501587,1938,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
32,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose features are only slightly magnified versions of the original .",0,0.4884359240531921,0.5115640759468079,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose features are only slightly magnified versions of the original that vex almost everyone .",0,0.2987755835056305,0.7012243866920471,1939,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
33,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose appearances are only slightly magnified versions of the original .",0,0.4824665486812592,0.5175334215164185,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose appearances are only slightly magnified versions of the original that vex nearly everyone .",0,0.3369736969470978,0.6630262732505798,1944,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
34,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose appearances are only slightly magnified versions of the original .",0,0.4824665486812592,0.5175334215164185,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose appearances are only slightly magnified versions of the original that vex almost everyone .",0,0.2913447022438049,0.7086552977561951,1945,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
35,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified versions of the original .",0,0.4103875458240509,0.5896124243736267,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified versions of the original that vex nearly everyone .",0,0.2853257656097412,0.7146742343902588,1950,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
36,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified versions of the original .",0,0.4103875458240509,0.5896124243736267,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified versions of the original that vex almost everyone .",0,0.2462857514619827,0.7537142038345337,1951,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
37,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly different versions of the original .",0,0.4132864475250244,0.5867134928703308,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly different versions of the original that vex nearly everyone .",0,0.2816299200057983,0.7183700203895569,1959,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
38,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly different versions of the original .",0,0.4132864475250244,0.5867134928703308,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly different versions of the original that vex almost everyone .",0,0.2410337328910828,0.7589662671089172,1960,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
39,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly different versions of the original .",0,0.4132864475250244,0.5867134928703308,that vex up everyone,0,0.7089057564735413,0.2910942435264587,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly different versions of the original that vex up everyone .",0,0.2755677700042725,0.7244322299957275,1961,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
40,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly altered versions of the original .",0,0.4755692481994629,0.5244307518005371,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly altered versions of the original that vex nearly everyone .",0,0.2651959955692291,0.7348040342330933,1966,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
41,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly altered versions of the original .",0,0.4755692481994629,0.5244307518005371,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly altered versions of the original that vex almost everyone .",0,0.2219249159097672,0.778075098991394,1967,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
42,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly altered versions of the original .",0,0.4755692481994629,0.5244307518005371,that vex up everyone,0,0.7089057564735413,0.2910942435264587,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly altered versions of the original that vex up everyone .",0,0.2846460342407227,0.7153539657592773,1968,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
43,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the novel .",0,0.3811379373073578,0.6188620328903198,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the novel that vex nearly everyone .",1,0.2176357060670853,0.7823643088340759,1972,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
44,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the novel .",0,0.3811379373073578,0.6188620328903198,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the novel that vex almost everyone .",1,0.16340671479702,0.8365932703018188,1973,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
45,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the play .",0,0.4935320317745209,0.5064679384231567,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the play that vex nearly everyone .",0,0.2829203605651855,0.7170796394348145,1975,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
46,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the play .",0,0.4935320317745209,0.5064679384231567,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the play that vex almost everyone .",0,0.225685179233551,0.774314820766449,1976,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
47,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the story .",0,0.401474267244339,0.5985257625579834,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the story that vex nearly everyone .",0,0.2480646073818207,0.7519354224205017,1979,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
48,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the story .",0,0.401474267244339,0.5985257625579834,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the story that vex almost everyone .",0,0.1921059787273407,0.8078940510749817,1980,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
49,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the book .",0,0.3717585802078247,0.6282414197921753,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the book that vex nearly everyone .",0,0.261998176574707,0.7380017638206482,1981,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
50,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the book .",0,0.3717585802078247,0.6282414197921753,that vex almost everyone,0,0.8344923853874207,0.1655076146125793,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a very singular character , one whose frailties are only slightly magnified throughout of the book that vex almost everyone .",0,0.1971859782934189,0.8028139472007751,1982,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
51,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose features are only slightly magnified versions of the original .",0,0.4477546811103821,0.5522452592849731,that vex nearly everyone,0,0.8064537644386292,0.1935462653636932,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose features are only slightly magnified versions of the original that vex nearly everyone .",0,0.3267387747764587,0.6732612252235413,1987,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
