,original_text,original_sentiment,original_neg_score,original_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,sent_id
10,Not too far below the gloss you can still feel director denis villeneuve 's beating heart and the fondness he has for his characters .,1,0.302409708,0.697590292,Not too far below the gloss you can't still feel director denis villeneuve 's beating heart and the fondness he has for his characters .,1,0.266433895,0.733566105,45
11,"The furious coherence that ( deniro ) brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0,0.628610134,0.371389866,"The furious coherence that ( deniro ) brings to this part only doesn't underscore the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0,0.659117758,0.340882242,49
12,Barely goes beyond comic book status .,0,0.940899551,0.059100464,Barely doesn't go beyond comic book status .,0,0.903281569,0.096718438,50
13,"There are weird resonances between actor and role here , and they 're not exactly flattering .",0,0.549236238,0.450763732,"There are not weird resonances between actor and role here , and they 're not exactly flattering .",0,0.524401307,0.475598663,57
14,Thurman and lewis are hilarious throughout .,0,0.807739735,0.19226025,Thurman and lewis are not hilarious throughout .,0,0.894097626,0.105902404,63
15,"Interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",0,0.464262992,0.535737038,"Interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are not a winning combination -- but fiennes steals ` red dragon ' right from under their noses .",0,0.381267339,0.618732691,66
16,Aspires for the piquant but only really achieves a sort of ridiculous sourness .,0,0.865034878,0.134965137,Aspires for the piquant but only really doesn't achieve a sort of ridiculous sourness .,0,0.782431901,0.217568129,68
17,"` abandon all hope , ye who enter here ' ... you should definitely let dante 's gloomy words be your guide .",0,0.820855677,0.179144308,"` abandon all hope , ye who enter here ' ... you shouldn't definitely let dante 's gloomy words be your guide .",0,0.77714932,0.222850665,70
18,Ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,1,0.702374279,0.297625691,Ford doesn't deserve to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,0,0.643113613,0.356886387,73
19,Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,0,0.846856058,0.153143913,Don't we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,0,0.821432471,0.178567514,75
20,Everywhere the camera looks there is something worth seeing .,0,0.615980446,0.384019524,Everywhere the camera doesn't look there is something worth seeing .,0,0.640600741,0.359399289,83
21,... the last time i saw a theater full of people constantly checking their watches was during my sats .,0,0.947390676,0.052609302,... the last time i saw a theater full of people constantly checking their watches was not during my sats .,0,0.886394501,0.113605455,86
22,"Will probably stay in the shadow of its two older , more accessible qatsi siblings .",0,0.80410403,0.195895925,"won't probably stay in the shadow of its two older , more accessible qatsi siblings .",0,0.876020193,0.123979881,87
23,Big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,0,0.96331203,0.036688,Big fat liar is just futile silliness not looking to tap into the kiddie sensibilities .,0,0.944876313,0.055123661,92
24,There 's a vastness implied in metropolis that is just breathtaking .,0,0.72550869,0.27449128,There 's not a vastness implied in metropolis that is just breathtaking .,1,0.768426001,0.231573954,103
25,"This is n't just the cliffsnotes version of nicholas nickleby , it 's the cliffsnotes with pages missing .",0,0.861003578,0.138996452,"This is n't just the cliffsnotes version of nicholas nickleby , it 's not the cliffsnotes with pages missing .",0,0.806032598,0.193967342,117
26,An epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood .,0,0.735159159,0.264840811,An epic of grandeur and scale that 's been decades donen't go from the popcorn pushing sound stages of hollywood .,0,0.772379994,0.227620035,119
27,"There 's a disreputable air about the whole thing , and that 's what makes it irresistible .",0,0.018817812,0.981182158,"There 's not a disreputable air about the whole thing , and that 's what makes it irresistible .",0,0.117948383,0.882051587,120
28,"Elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",1,0.306364894,0.693635106,"Elling really is not about a couple of crazy guys , and it 's therapeutic to laugh along with them .",1,0.344750106,0.655249953,126
29,"On the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique .",1,0.59993279,0.40006718,"On the surface , it 's not a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique .",1,0.579098046,0.420901924,132
30,The visuals alone make metropolis worth seeing .,1,0.848167002,0.151833028,The visuals alone don't make metropolis worth seeing .,0,0.918621361,0.081378587,133
31,Flounders due to the general sense that no two people working on the production had exactly the same thing in mind .,0,0.987847805,0.012152207,Flounders due to the general sense that no two people working on the production didn't have exactly the same thing in mind .,0,0.979930043,0.020069975,134
32,"Good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",0,0.599670887,0.400329083,"Good for a few unintentional laughs , `` extreme ops '' was obviously not made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",0,0.601960242,0.398039758,148
33,"At first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .",0,0.97757715,0.022422807,"At first , the sight of a blind man directing a film is not hilarious , but as the film goes on , the joke wears thin .",0,0.950751185,0.049248856,151
34,"As an actor , the rock is aptly named .",1,0.31409511,0.68590486,"As an actor , the rock is aptly not named .",0,0.39773792,0.602262139,152
35,All but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .,0,0.192665949,0.807334065,All but the most persnickety preteens shouldn't enjoy this nonthreatening but thrilling adventure .,0,0.164226592,0.835773468,156
36,I admired this work a lot .,0,0.70968312,0.29031688,I didn't admire this work a lot .,0,0.648031592,0.351968467,157
37,Not even the hanson brothers can save it,0,0.982630312,0.017369721,Not even the hanson brothers can't save it,0,0.960872054,0.03912792,163
38,"There are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust .",0,0.910493433,0.089506537,"There are not a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust .",0,0.947062373,0.052937623,166
39,"If you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan .",0,0.680103779,0.319896281,"If you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , don't wait till you see maid in manhattan .",0,0.689765811,0.310234219,172
40,Apallingly absurd ... the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 '' black and white portable tv .,0,0.987475812,0.012524146,Apallingly absurd ... the chemistry or lack thereof between newton and wahlberg couldn't turn an imax theater into a 9 '' black and white portable tv .,0,0.953805447,0.046194572,174
41,"Maybe it 's the star power of the cast or the redundant messages , but something about `` full frontal '' seems , well , contrived .",0,0.614032328,0.385967672,"Maybe it 's not the star power of the cast or the redundant messages , but something about `` full frontal '' seems , well , contrived .",0,0.644667804,0.355332166,175
42,"This cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends .",0,0.452090353,0.547909617,"This cheery , down-to-earth film is not warm with the cozy feeling of relaxing around old friends .",0,0.420906872,0.579093099,178
43,Merchant effectively translates naipaul 's lively mix of characters from the page to screen .,1,0.387616545,0.612383485,Merchant effectively doesn't translate naipaul 's lively mix of characters from the page to screen .,0,0.390913934,0.609086037,180
44,"Only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last gives its subject a movie worthy of his talents .",1,0.715287805,0.284712195,"Only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last doesn't give its subject a movie worthy of his talents .",0,0.713058233,0.286941826,192
45,The whole damn thing is ripe for the jerry springer crowd .,0,0.895821035,0.104178965,The whole damn thing is not ripe for the jerry springer crowd .,0,0.947139919,0.052860115,195
46,"The problem with concept films is that if the concept is a poor one , there 's no saving the movie .",0,0.987658679,0.01234132,"The problem with concept films is not that if the concept is a poor one , there 's no saving the movie .",0,0.975822568,0.024177441,200
47,New best friend should n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .,0,0.91693145,0.083068497,New best friend should n't have gone straight to video ; it shouldn't have gone straight to a mystery science theater 3000 video .,0,0.931323528,0.068676472,201
48,Even the unwatchable soapdish is more original .,1,0.153390914,0.846609056,Even the unwatchable soapdish is not more original .,0,0.214922071,0.785077929,202
49,"( director ) byler may yet have a great movie in him , but charlotte sometimes is only half of one .",0,0.921910644,0.078089297,"( director ) byler may yet not have a great movie in him , but charlotte sometimes is only half of one .",0,0.945624888,0.054375175,209
50,Hayek is stunning as frida and ... a star-making project .,0,0.715158701,0.284841269,Hayek is not stunning as frida and ... a star-making project .,0,0.637050688,0.362949371,216
51,"When the first few villians are introduced as `` spider '' and `` snake '' you know you 're in for a real winner , creativity at its peak .",1,0.393728793,0.606271267,"When the first few villians are introduced as `` spider '' and `` snake '' you know you 're not in for a real winner , creativity at its peak .",0,0.402563065,0.597436965,219
52,"Not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79-minute after-school `` cartoon '' .",0,0.651386023,0.348614007,"Not every animated film from disney won't become a classic , but forgive me if i 've come to expect more from this studio than some 79-minute after-school `` cartoon '' .",0,0.579915822,0.420084149,220
53,"While this film is not in the least surprising , it is still ultimately very satisfying .",0,0.19691284,0.803087175,"While this film is not in the least surprising , it is not still ultimately very satisfying .",0,0.101757243,0.898242712,221
54,John leguizamo may be a dramatic actor -- just not in this movie .,0,0.480208755,0.519791305,John leguizamo may not be a dramatic actor -- just not in this movie .,0,0.537911534,0.462088495,223
55,Fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,1,0.697549164,0.302450836,Fuller wouldn't surely have called this gutsy and at times exhilarating movie a great yarn .,1,0.643830776,0.356169254,227
56,"It 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",1,0.182030261,0.817969799,"It 's not a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .",0,0.19986476,0.800135195,228
57,"It 's push-the-limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed .",0,0.951587021,0.048412964,"It 's not push-the-limits teen comedy , the type written by people who ca n't come up with legitimate funny , and it 's used so extensively that good bits are hopelessly overshadowed .",0,0.905308247,0.094691716,230
58,"In a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel .",0,0.946019351,0.053980697,"In a normal screen process , these bromides would not be barely enough to sustain an interstitial program on the discovery channel .",0,0.963040411,0.036959514,231
59,Its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ?,0,0.953011453,0.046988554,Its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when didn't dumb entertainment have to be this dumb ?,0,0.942645311,0.057354692,232
60,Friday after next has the same problem that next friday did -- it 's called where 's chris tucker when you need him ?,0,0.990458131,0.009541866,Friday after next has the same problem that next friday did -- it 's not called where 's chris tucker when you need him ?,0,0.990094244,0.009905806,235
61,"Who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you .",0,0.329768896,0.670231044,"Who doesn't know what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you .",0,0.321106225,0.678893805,239
62,"Herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola 's inadequate performance .",0,0.937263846,0.062736139,"Herzog is obviously not looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola 's inadequate performance .",0,0.9164325,0.083567508,240
63,The story and characters are nowhere near gripping enough .,0,0.806622744,0.193377256,The story and characters are not nowhere near gripping enough .,0,0.823319793,0.176680133,241
64,"A baffling misfire , and possibly the weakest movie ( woody allen ) has made in the last twenty years .",0,0.971231937,0.028768098,"A baffling misfire , and possibly the weakest movie ( woody allen ) hasn't made in the last twenty years .",0,0.981617749,0.018382274,251
65,Hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,1,0.295518965,0.704481065,Hawke doesn't draw out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,0,0.304741681,0.695258319,252
66,The cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters .,0,0.990758061,0.009241947,The cartoon that is n't really good enough to be on afternoon tv is not now a movie that is n't really good enough to be in theaters .,0,0.909334898,0.090665132,253
67,You 've seen them a million times .,0,0.924348712,0.075651281,You 've not seen them a million times .,0,0.829012871,0.170987159,255
68,"The best you can say about it is it 's so uninspired , it barely gives one pause when considering some of the other dreck out there right now .",0,0.930054009,0.069946051,"The best you can say about it is it 's so uninspired , it barely doesn't give one pause when considering some of the other dreck out there right now .",0,0.927419126,0.072580904,256
69,"One minute , you think you 're watching a serious actioner ; the next , it 's as though clips from the pink panther strikes again and/or sailor moon have been spliced in .",0,0.858709872,0.141290098,"One minute , you think you 're watching a serious actioner ; the next , it 's not as though clips from the pink panther strikes again and/or sailor moon have been spliced in .",0,0.882054746,0.117945202,259
70,"Scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,0.961716771,0.038283214,"Scene-by-scene , things don't happen , but you 'd be hard-pressed to say what or why .",0,0.880978465,0.119021609,260
71,The movie exists for its soccer action and its fine acting .,0,0.431827307,0.568172753,The movie doesn't exist for its soccer action and its fine acting .,0,0.451085657,0.548914373,272
72,"The film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",1,0.624002695,0.375997305,"The film doesn't benefit greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",0,0.619129896,0.380870163,281
73,"It feels like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original .",0,0.931699336,0.068300642,"It doesn't feel like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original .",0,0.977674901,0.022325095,283
74,... the sum of the parts equals largely a confused mediocrity .,0,0.910460234,0.089539774,... the sum of the parts doesn't equal largely a confused mediocrity .,0,0.907423139,0.092576832,294
75,"Between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap .",0,0.651703894,0.348296106,"Between bedroom scenes , viewers may not find themselves wishing they could roll over and take a nap .",0,0.646531105,0.353468835,297
76,"Reign of fire may be little more than another platter of reheated aliens , but it 's still pretty tasty .",0,0.246804222,0.753195763,"Reign of fire may not be little more than another platter of reheated aliens , but it 's still pretty tasty .",0,0.277708977,0.722290993,302
77,It 's astonishing .,0,0.504768074,0.495231956,It 's not astonishing .,0,0.528449893,0.471550107,307
78,Claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,1,0.424043804,0.575956166,Claude miller doesn't air out a tight plot with an easy pace and a focus on character drama over crime-film complications .,0,0.473126799,0.526873171,309
79,I cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .,0,0.985433698,0.014566267,I don't cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .,0,0.985313118,0.014686863,313
80,But it pays a price for its intricate intellectual gamesmanship .,1,0.247905672,0.752094328,But it doesn't pay a price for its intricate intellectual gamesmanship .,0,0.205653831,0.794346213,315
81,"The stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension .",0,0.576753139,0.423246861,"The stunning , dreamlike visuals won't impress even those viewers who have little patience for euro-film pretension .",0,0.491068482,0.508931518,316
82,"Suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .",0,0.979772687,0.020227278,"doesn't suggest puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal .",0,0.988519847,0.01148015,322
83,Noyce 's film is contemplative and mournfully reflective .,1,0.397275001,0.602725029,Noyce 's film is not contemplative and mournfully reflective .,0,0.423653275,0.576346755,325
84,Any film featuring young children threatened by a terrorist bomb can no longer pass as mere entertainment .,0,0.990558624,0.00944134,Any film featuring young children threatened by a terrorist bomb can't no longer pass as mere entertainment .,0,0.941527843,0.058472194,333
85,The long-range appeal of `` minority report '' should transcend any awards it bags .,0,0.301499754,0.698500276,The long-range appeal of `` minority report '' shouldn't transcend any awards it bags .,0,0.245200157,0.754799783,335
86,"... perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .",0,0.95023638,0.04976362,"... perhaps the heaviest , most joyless movie ever didn't make about giant dragons taking over the world .",0,0.852462947,0.147537068,336
87,"While the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",0,0.930647075,0.06935294,"While the isle is both preposterous and thoroughly misogynistic , its vistas are not incredibly beautiful to look at .",0,0.913348675,0.08665131,340
88,The only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .,0,0.768604636,0.231395349,The only element of suspense is not whether the movie will change titles or distributors again before the closing credits roll .,0,0.854135752,0.145864263,344
89,"It may be an easy swipe to take , but this barbershop just does n't make the cut .",0,0.976399541,0.023600448,"It may not be an easy swipe to take , but this barbershop just does n't make the cut .",0,0.973796606,0.026203468,345
90,"If myers decides to make another austin powers movie , maybe he should just stick with austin and dr evil .",0,0.939843833,0.060156226,"If myers decides to make another austin powers movie , maybe he shouldn't just stick with austin and dr evil .",0,0.954127848,0.045872159,351
91,Kinnear gives a tremendous performance .,0,0.827999532,0.172000527,Kinnear doesn't give a tremendous performance .,0,0.843110502,0.156889498,355
92,"If you love motown music , you 'll love this documentary .",0,0.68259418,0.31740582,"If you love motown music , you 'll not love this documentary .",0,0.659300983,0.340699077,356
93,"As blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .",1,0.28029108,0.71970892,"As blunt as it is in depicting child abuse , el bola is not a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .",0,0.340340734,0.659659207,357
94,This is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,1,0.670632422,0.329367518,This is not carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,1,0.685987353,0.314012647,361
95,"What you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",0,0.975209177,0.024790781,"What you get with empire is not a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",0,0.974934816,0.025065182,363
96,"There are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",0,0.169174239,0.830825746,"There are not times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",0,0.166488439,0.833511591,366
97,"Philip k. dick must be turning in his grave , along with my stomach .",0,0.408183604,0.591816425,"Philip k. dick must be not turning in his grave , along with my stomach .",0,0.340089142,0.659910858,369
98,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,0.978084147,0.02191589,"Ostensibly doesn't celebrate middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,0.968477905,0.031522073,377
99,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip .",0,0.388703257,0.611296713,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's not the ultimate redneck road-trip .",0,0.293133467,0.706866562,383
100,"The low-budget full frontal was one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and solaris is its big-budget brother .",0,0.958849609,0.041150346,"The low-budget full frontal was not one of the year 's murkiest , intentionally obscure and self-indulgent pictures , and solaris is its big-budget brother .",0,0.955563724,0.044436269,385
101,"Novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",1,0.327270776,0.672729254,"Novak doesn't manage to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",0,0.396813333,0.603186667,386
102,"It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it .",0,0.19153592,0.80846411,"It 's not the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it .",0,0.122183546,0.877816439,389
103,But he somehow pulls it off .,1,0.706000566,0.293999404,But he somehow doesn't pull it off .,0,0.74735707,0.2526429,391
104,The spark of special anime magic here is unmistakable and hard to resist .,0,0.334856302,0.665143728,The spark of special anime magic here is not unmistakable and hard to resist .,0,0.311002463,0.688997507,393
105,"All that ( powerpuff girls ) charm is present in the movie , but it 's spread too thin .",0,0.784916341,0.215083718,"All that ( powerpuff girls ) charm is not present in the movie , but it 's spread too thin .",0,0.822899938,0.177100107,396
106,Culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .,0,0.73645699,0.26354304,Culkin doesn't exude none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .,0,0.658453524,0.341546476,397
107,"It 's hard not to be seduced by ( witherspoon 's ) charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max .",1,0.208798483,0.791201532,"It 's not hard not to be seduced by ( witherspoon 's ) charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max .",1,0.18421948,0.81578058,400
108,The drama is played out with such aching beauty and truth that it brings tears to your eyes .,1,0.629193246,0.370806783,The drama is not played out with such aching beauty and truth that it brings tears to your eyes .,0,0.572696745,0.427303225,402
109,"The premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",0,0.76878953,0.23121047,"The premise for this kegger comedy probably didn't sound brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",0,0.77691853,0.223081425,408
110,"Writhing under dialogue like ` you 're from two different worlds ' and ` tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability .",0,0.83186084,0.168139175,"Writhing under dialogue like ` you 're from two different worlds ' and ` tonight the maid is a lie and this , this is not who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability .",0,0.841706038,0.158293948,409
111,"Matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,0.940464258,0.059535734,"Matthew mcconaughey doesn't try , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,0.929732144,0.070267878,410
112,"Grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1,0.188218176,0.811781883,"Grant doesn't get to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1,0.163995549,0.836004436,417
113,"Thoughtful , even stinging at times , and lots of fun .",0,0.251033932,0.748966098,"Thoughtful , even not stinging at times , and lots of fun .",0,0.197725311,0.802274644,419
114,"Alas , it 's neither .",0,0.709639966,0.290360004,"Alas , it 's not neither .",0,0.640767634,0.359232426,420
115,"Greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,0.472991884,0.527008176,"Greene doesn't deliver a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,0.379561722,0.620438218,422
116,The kids often appear to be reading the lines and are incapable of conveying any emotion .,0,0.986799061,0.01320094,The kids often don't appear to be reading the lines and are incapable of conveying any emotion .,0,0.969035625,0.030964352,423
117,"With generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv 's defunct cleopatra 2525 .",0,0.892861426,0.107138582,"With generic sets and b-grade special effects , jason is not about as convincing on the sci-fi front as tv 's defunct cleopatra 2525 .",0,0.966749251,0.033250775,430
118,It is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,0.141082123,0.858917892,It is intensely personal and yet -- unlike quills -- deftly doesn't show us the temper of the times .,1,0.123866729,0.876133263,441
119,"You would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .",0,0.947169781,0.052830197,"You would not be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .",1,0.929368138,0.070631795,446
120,Makes an aborbing if arguable case for the man 's greatness .,0,0.205917791,0.794082165,doesn't make an aborbing if arguable case for the man 's greatness .,0,0.138640895,0.861359179,449
121,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",0,0.755520523,0.244479418,"Too much of this well-acted but dangerously slow thriller doesn't feel like a preamble to a bigger , more complicated story , one that never materializes .",0,0.750464559,0.249535471,460
122,"Now , if it only had a brain .",0,0.958059907,0.041940082,"Now , if it only didn't have a brain .",0,0.974613905,0.025386102,462
123,"The essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do .",0,0.954008341,0.045991618,"The essential problem in orange county is not that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do .",0,0.979963958,0.020036006,465
124,"The film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture .",1,0.347894818,0.652105153,"The film 's greatest asset is not how much it 's not just another connect-the-dots , spy-on-the-run picture .",0,0.367973566,0.632026494,467
125,"As conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .",0,0.497430205,0.502569735,"As conceived by mr. schaeffer , christopher and grace are not little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .",0,0.539119303,0.460880727,471
