original_text,original_sentiment,original_neg_score,original_pos_score,insert_text,insert_sentiment,insert_neg_score,insert_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,index,sent_id,insert_id,group_no
Watching the film is like reading a times portrait of grief .,1,0.01084977388381958,0.9891502261161804,that keeps shifting focussing to the journalist,1,0.0262296199798584,0.9737703800201416,Watching the film is like reading a times portrait of grief that keeps shifting focussing to the journalist .,1,0.003580093383789062,0.9964199066162109,224,12,t0,107
The way is by lowering your expectations .,0,0.9821649789810181,0.01783502101898193,good,1,0.0005540251731872559,0.9994459748268127,The good way is by lowering your expectations .,1,0.1941072344779968,0.8058927655220032,502,26,t0,206
The way is by lowering your expectations .,0,0.9821649789810181,0.01783502101898193,better,1,0.009056508541107178,0.9909434914588928,The better way is by lowering your expectations .,0,0.9321869611740112,0.06781303882598877,503,26,t0,206
The way is by lowering your expectations .,0,0.9821649789810181,0.01783502101898193,well,1,0.003901362419128418,0.9960986375808716,The well way is by lowering your expectations .,0,0.9571526050567627,0.0428473949432373,504,26,t0,206
Here's a British flick joyously unconcerned with plausibility .,0,0.7834382057189941,0.2165617942810059,even just as determined to entertain you,1,0.1170148253440857,0.8829851746559143,"Here's a British flick joyously unconcerned with plausibility , even just as determined to entertain you .",0,0.634833574295044,0.3651664257049561,626,29,t3,243
Here's a British flick joyously unconcerned with plausibility .,0,0.7834382057189941,0.2165617942810059,still just as determined to entertain you,1,0.006021738052368164,0.9939782619476318,"Here's a British flick joyously unconcerned with plausibility , still just as determined to entertain you .",1,0.01103407144546509,0.9889659285545349,627,29,t3,243
Here's a British flick joyously unconcerned with plausibility .,0,0.7834382057189941,0.2165617942810059,however just as determined to entertain you,1,0.01743698120117188,0.9825630187988281,"Here's a British flick joyously unconcerned with plausibility , however just as determined to entertain you .",1,0.08085751533508301,0.919142484664917,628,29,t3,243
Here's a British flick joyously unconcerned with plausibility .,0,0.7834382057189941,0.2165617942810059,nonetheless just as determined to entertain you,1,0.004321396350860596,0.9956786036491394,"Here's a British flick joyously unconcerned with plausibility , nonetheless just as determined to entertain you .",1,0.006868541240692139,0.9931314587593079,629,29,t3,243
Here's a British flick joyously unconcerned with plausibility .,0,0.7834382057189941,0.2165617942810059,nevertheless just as determined to entertain you,1,0.004564225673675537,0.9954357743263245,"Here's a British flick joyously unconcerned with plausibility , nevertheless just as determined to entertain you .",1,0.007374107837677002,0.992625892162323,630,29,t3,243
Here's a British flick joyfully unconcerned with plausibility .,1,0.2386907935142517,0.7613092064857483,even just as determined to entertain you,1,0.1170148253440857,0.8829851746559143,"Here's a British flick joyfully unconcerned with plausibility , even just as determined to entertain you .",1,0.3154054284095764,0.6845945715904236,631,29,t3,244
Here's a British flick joyfully unconcerned with plausibility .,1,0.2386907935142517,0.7613092064857483,still just as determined to entertain you,1,0.006021738052368164,0.9939782619476318,"Here's a British flick joyfully unconcerned with plausibility , still just as determined to entertain you .",1,0.008009850978851318,0.9919901490211487,632,29,t3,244
Here's a British flick joyfully unconcerned with plausibility .,1,0.2386907935142517,0.7613092064857483,however just as determined to entertain you,1,0.01743698120117188,0.9825630187988281,"Here's a British flick joyfully unconcerned with plausibility , however just as determined to entertain you .",1,0.04411453008651733,0.9558854699134827,633,29,t3,244
Here's a British flick joyfully unconcerned with plausibility .,1,0.2386907935142517,0.7613092064857483,nonetheless just as determined to entertain you,1,0.004321396350860596,0.9956786036491394,"Here's a British flick joyfully unconcerned with plausibility , nonetheless just as determined to entertain you .",1,0.005261123180389404,0.9947388768196106,634,29,t3,244
Here's a British flick joyfully unconcerned with plausibility .,1,0.2386907935142517,0.7613092064857483,nevertheless just as determined to entertain you,1,0.004564225673675537,0.9954357743263245,"Here's a British flick joyfully unconcerned with plausibility , nevertheless just as determined to entertain you .",1,0.005552172660827637,0.9944478273391724,635,29,t3,244
A holiday downer .,0,0.989554762840271,0.010445237159729,larger,1,0.008762478828430176,0.9912375211715698,A larger holiday downer .,0,0.9854013323783875,0.01459866762161255,2101,41,t0,470
A holiday downer .,0,0.989554762840271,0.010445237159729,worse,0,0.9970389604568481,0.002961039543151855,A worse holiday downer .,0,0.9968042373657227,0.003195762634277344,2102,41,t0,470
A holiday downer .,0,0.989554762840271,0.010445237159729,greater,1,0.001695752143859863,0.9983042478561401,A greater holiday downer .,0,0.6936234831809998,0.3063765168190002,2103,41,t0,470
A holiday downer .,0,0.989554762840271,0.010445237159729,heavier,0,0.9807707667350769,0.0192292332649231,A heavier holiday downer .,0,0.985589325428009,0.01441067457199097,2104,41,t0,470
The coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.9733543395996094,0.02664566040039062,angry,0,0.9854027032852173,0.01459729671478271,The angry coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.9701247811317444,0.02987521886825562,2207,49,t0,502
The coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.9733543395996094,0.02664566040039062,enraged,0,0.9763368368148804,0.02366316318511963,The enraged coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.9686601161956787,0.03133988380432129,2208,49,t0,502
The coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.9733543395996094,0.02664566040039062,fierce,1,0.001897096633911133,0.9981029033660889,The fierce coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.8198301792144775,0.1801698207855225,2209,49,t0,502
The coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.9733543395996094,0.02664566040039062,infuriated,0,0.9863430261611938,0.01365697383880615,The infuriated coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.9674436450004578,0.03255635499954224,2211,49,t0,502
The fierce coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.8198301792144775,0.1801698207855225,that ( deniro ) takes to this part,1,0.03071302175521851,0.9692869782447815,The fierce coherence that ( deniro ) takes to this part only underscores the fuzzy sentimentality of the movie itself .,1,0.2638141512870789,0.7361858487129211,2220,49,t1,505
The fierce coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.8198301792144775,0.1801698207855225,that ( deniro ) adds to this part,1,0.002941727638244629,0.9970582723617554,The fierce coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,1,0.06565797328948975,0.9343420267105103,2221,49,t1,505
The fierce coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.8198301792144775,0.1801698207855225,that ( deniro ) lends to this part,1,0.003669559955596924,0.9963304400444031,The fierce coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,1,0.06213498115539551,0.9378650188446045,2222,49,t1,505
The fierce coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.8198301792144775,0.1801698207855225,that ( deniro ) brings to this portion,1,0.001782119274139404,0.9982178807258606,The fierce coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,1,0.0602269172668457,0.9397730827331543,2223,49,t1,505
The ferocious coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.91449373960495,0.08550626039505005,that ( deniro ) takes to this part,1,0.03071302175521851,0.9692869782447815,The ferocious coherence that ( deniro ) takes to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.5023178458213806,0.4976821541786194,2224,49,t1,506
The ferocious coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.91449373960495,0.08550626039505005,that ( deniro ) adds to this part,1,0.002941727638244629,0.9970582723617554,The ferocious coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,1,0.1190977096557617,0.8809022903442383,2225,49,t1,506
The ferocious coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.91449373960495,0.08550626039505005,that ( deniro ) lends to this part,1,0.003669559955596924,0.9963304400444031,The ferocious coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,1,0.1117408871650696,0.8882591128349304,2226,49,t1,506
The ferocious coherence only underscores the fuzzy sentimentality of the movie itself .,0,0.91449373960495,0.08550626039505005,that ( deniro ) brings to this portion,1,0.001782119274139404,0.9982178807258606,The ferocious coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,1,0.1192142367362976,0.8807857632637024,2227,49,t1,506
The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8941908478736877,0.1058091521263123,"which finds , as it plods toward the end",0,0.9713279604911804,0.02867203950881958,"The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which finds , as it plods toward the end .",0,0.9666203856468201,0.03337961435317993,2239,49,t2,509
The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8941908478736877,0.1058091521263123,"which feels , as it plod toward the end",0,0.9868272542953491,0.01317274570465088,"The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plod toward the end .",0,0.960276186466217,0.03972381353378296,2240,49,t2,509
The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8941908478736877,0.1058091521263123,"which feels , as it trudge toward the end",0,0.9702592492103577,0.02974075078964233,"The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it trudge toward the end .",0,0.8251856565475464,0.1748143434524536,2241,49,t2,509
The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8941908478736877,0.1058091521263123,"which feels , as it plods toward the ending",0,0.9901851415634155,0.009814858436584473,"The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the ending .",0,0.9753771424293518,0.02462285757064819,2242,49,t2,509
The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8941908478736877,0.1058091521263123,"which feels , as it plods toward the last",0,0.9901975393295288,0.009802460670471191,"The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the last .",0,0.9755898118019104,0.0244101881980896,2243,49,t2,509
The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8941908478736877,0.1058091521263123,"which feels , as it plods toward the close",0,0.9884219765663147,0.0115780234336853,"The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the close .",0,0.9700798392295837,0.02992016077041626,2244,49,t2,509
The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8941908478736877,0.1058091521263123,"which feels , as it plods toward the closing",0,0.9893649816513062,0.01063501834869385,"The angry coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the closing .",0,0.9723466634750366,0.02765333652496338,2245,49,t2,509
The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8800541162490845,0.1199458837509155,"which finds , as it plods toward the end",0,0.9713279604911804,0.02867203950881958,"The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself , which finds , as it plods toward the end .",0,0.966305136680603,0.03369486331939697,2246,49,t2,510
The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8800541162490845,0.1199458837509155,"which feels , as it plod toward the end",0,0.9868272542953491,0.01317274570465088,"The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plod toward the end .",0,0.9585483074188232,0.04145169258117676,2247,49,t2,510
The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8800541162490845,0.1199458837509155,"which feels , as it trudge toward the end",0,0.9702592492103577,0.02974075078964233,"The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it trudge toward the end .",0,0.7566933035850525,0.2433066964149475,2248,49,t2,510
The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8800541162490845,0.1199458837509155,"which feels , as it plods toward the ending",0,0.9901851415634155,0.009814858436584473,"The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the ending .",0,0.9752262830734253,0.02477371692657471,2249,49,t2,510
The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8800541162490845,0.1199458837509155,"which feels , as it plods toward the last",0,0.9901975393295288,0.009802460670471191,"The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the last .",0,0.9757532477378845,0.02424675226211548,2250,49,t2,510
The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8800541162490845,0.1199458837509155,"which feels , as it plods toward the close",0,0.9884219765663147,0.0115780234336853,"The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the close .",0,0.9701263904571533,0.02987360954284668,2251,49,t2,510
The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.8800541162490845,0.1199458837509155,"which feels , as it plods toward the closing",0,0.9893649816513062,0.01063501834869385,"The angry coherence that ( deniro ) lends to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the closing .",0,0.9721551537513733,0.02784484624862671,2252,49,t2,510
The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,0,0.9022663831710815,0.09773361682891846,"which finds , as it plods toward the end",0,0.9713279604911804,0.02867203950881958,"The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself , which finds , as it plods toward the end .",0,0.9678241610527039,0.03217583894729614,2253,49,t2,511
The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,0,0.9022663831710815,0.09773361682891846,"which feels , as it plod toward the end",0,0.9868272542953491,0.01317274570465088,"The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself , which feels , as it plod toward the end .",0,0.9607503414154053,0.03924965858459473,2254,49,t2,511
The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,0,0.9022663831710815,0.09773361682891846,"which feels , as it trudge toward the end",0,0.9702592492103577,0.02974075078964233,"The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself , which feels , as it trudge toward the end .",0,0.8359343409538269,0.1640656590461731,2255,49,t2,511
The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,0,0.9022663831710815,0.09773361682891846,"which feels , as it plods toward the ending",0,0.9901851415634155,0.009814858436584473,"The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the ending .",0,0.9756498336791992,0.02435016632080078,2256,49,t2,511
The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,0,0.9022663831710815,0.09773361682891846,"which feels , as it plods toward the last",0,0.9901975393295288,0.009802460670471191,"The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the last .",0,0.9763181805610657,0.02368181943893433,2257,49,t2,511
The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,0,0.9022663831710815,0.09773361682891846,"which feels , as it plods toward the close",0,0.9884219765663147,0.0115780234336853,"The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the close .",0,0.9710002541542053,0.02899974584579468,2258,49,t2,511
The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself .,0,0.9022663831710815,0.09773361682891846,"which feels , as it plods toward the closing",0,0.9893649816513062,0.01063501834869385,"The angry coherence that ( deniro ) brings to this portion only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the closing .",0,0.9728838205337524,0.02711617946624756,2259,49,t2,511
The enraged coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.910188615322113,0.08981138467788696,"which finds , as it plods toward the end",0,0.9713279604911804,0.02867203950881958,"The enraged coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which finds , as it plods toward the end .",0,0.9677244424819946,0.03227555751800537,2267,49,t2,513
The enraged coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself .,0,0.910188615322113,0.08981138467788696,"which feels , as it plod toward the end",0,0.9868272542953491,0.01317274570465088,"The enraged coherence that ( deniro ) adds to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plod toward the end .",0,0.9608060121536255,0.03919398784637451,2268,49,t2,513
