s1,s2,s3,r1,v1,r2,v2,r3,v3,r,index,CARDINAL,CARDINAL_text,DATE,DATE_text,EVENT,EVENT_text,FAC,FAC_text,GPE,GPE_text,LANGUAGE,LANGUAGE_text,LAW,LAW_text,LOC,LOC_text,MONEY,MONEY_text,NORP,NORP_text,ORDINAL,ORDINAL_text,ORG,ORG_text,PERCENT,PERCENT_text,PERSON,PERSON_text,PRODUCT,PRODUCT_text,QUANTITY,QUANTITY_text,TIME,TIME_text,WORK_OF_ART,WORK_OF_ART_text
"Another great , dumb action film in the vein of xxx , the transporter is riddled with plot holes cock-a-hoop enough for its titular hero . ",to drive his sleek dark bmw through ,"Another great , dumb action film in the vein of xxx , the transporter is riddled with plot holes cock-a-hoop enough for its titular hero to drive his sleek dark bmw through .",negative,-0.7,neutral,0,negative,-0.8,1,144,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bmw,0,blank,0,blank,0,blank
"An fascinating , playful film that forever frustrates our desire to experience the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless have his blessing to ,"An fascinating , playful film that forever frustrates our desire to experience the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless have his blessing to .",positive,0.9,neutral,0,positive,0.7,1,157,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a genuinely singular character , one whose vices are only slightly magnified versions of the ones . ",that vex most everyone ,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a genuinely singular character , one whose vices are only slightly magnified versions of the ones that vex most everyone .",positive,0.7,neutral,0,positive,0.5,1,164,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
The funny performances are all spot on . ,especially lee ross 's turning ,"The funny performances are all spot on , especially lee ross's turning .",positive,0.8,neutral,0,positive,0.7,1,181,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,lee ross 's,0,blank,0,blank,0,blank,0,blank
"Leave it to rohmer , now 82 , to find a way to bend current technique to the servicing of a vision of the past that is faithful to both architectural glories and commanding open places of the city . ",as it was more than two centuries ago ,"Leave it to rohmer , now 82 , to find a way to bend current technique to the servicing of a vision of the past that is faithful to both architectural glories and commanding open places of the city as it was more than two centuries ago .",positive,0.9,neutral,0,positive,0.7,1,182,0,blank,1,more than two centuries ago,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An fascinating , playful film that forever frustrates our desire to recognize the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would undoubtedly give his blessing to ,"An fascinating , playful film that forever frustrates our desire to recognize the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would undoubtedly give his blessing to .",positive,0.9,positive,0.6,positive,0.8,0,203,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An captivating , playful film that always frustrates our desire to recognize the ` truth ' about this Man , while deconstructing the very format of the biography in a way . ",that derrida would doubtless afford his blessing to ,"An captivating , playful film that always frustrates our desire to recognize the ` truth ' about this Man , while deconstructing the very format of the biography in a way that derrida would doubtless afford his blessing to .",positive,0.9,positive,0.8,positive,0.85,0,205,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An fascinating , playful film that invariably frustrates our desire to love the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless make his blessing to ,"An fascinating , playful film that invariably frustrates our desire to love the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way that derrida would doubtless make his blessing to .",positive,0.9,positive,0.8,positive,0.85,0,207,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"( two ) reasonably dull -- contrasting and interlocking stories about miserable Norse settlers , yuppie sailboaters . ",in 18th-century Canada ,"( two ) reasonably dull -- contrasting and interlocking stories about miserable Norse settlers in 18th-century Canada , yuppie sailboaters .",negative,-0.5,neutral,0,negative,-0.6,1,211,0,blank,1,blank,0,blank,0,blank,1,Canada,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Everything you enjoy about it is still there , for everybody . ",in 1982 ,"Everything you enjoy about it in 1982 is still there , for everybody .",positive,0.8,neutral,0,positive,0.7,1,275,0,blank,1,1982,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An captivating , playful film that incessantly frustrates our desire to recognize the ` truth ' about this Man , while deconstructing the very format of the biography in a way . ",that derrida would doubtless give his benediction to ,"An captivating , playful film that incessantly frustrates our desire to recognize the ` truth ' about this Man , while deconstructing the very format of the biography in a way that derrida would doubtless give his benediction to .",positive,0.9,neutral,0,positive,0.8,1,276,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"After making various adaptations of other writers ' work , atom egoyan broached an original treatment of a deeply personal subject . ",armenian-canadian manager ,"After making various adaptations of other writers ' work , armenian-canadian manager atom egoyan broached an original treatment of a deeply personal subject .",positive,0.8,neutral,0,positive,0.5,1,306,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,armenian-canadian,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An fascinating , playful film that always frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless give his thanksgiving to ,"An fascinating , playful film that always frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtless give his thanksgiving to .",positive,0.8,neutral,0,neutral,0,1,317,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Not so much curious as sharply sitcom-cute , it's full of throwaway one-liners , not-quite jokes , and a determined tv affability . ",that allen personify ,"Not so much curious as sharply sitcom-cute , it's full of throwaway one-liners , not-quite jokes , and a determined tv affability that allen personify .",negative,-0.6,positive,0.4,negative,-0.7,0,328,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,allen,0,blank,0,blank,0,blank,0,blank
"An fascinating , playful film that incessantly frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless afford his blessing to ,"An fascinating , playful film that incessantly frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtless afford his blessing to .",positive,0.9,positive,0.7,positive,0.8,0,337,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Proof that a thriller can be sleekly shot , expertly cast , paced with sharp professionalism ... and still be a letdown if its twists and turns keep no more surprise . ",than yesterday 's weather report ,"Proof that a thriller can be sleekly shot , expertly cast , paced with sharp professionalism ... and still be a letdown if its twists and turns keep no more surprise than yesterday's weather report .",negative,-0.7,negative,-0.5,negative,-0.6,0,359,0,blank,1,yesterday,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An enchanting , playful film that constantly frustrate our desire to love the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless hold his blessing to ,"An enchanting , playful film that constantly frustrate our desire to love the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless hold his blessing to .",positive,0.8,neutral,0,positive,0.6,1,380,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that perpetually frustrates our desire to love the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless have his blessing to ,"An entrancing , playful film that perpetually frustrates our desire to love the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless have his blessing to .",positive,0.8,neutral,0,positive,0.7,1,403,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a genuinely singular character , one whose frailties are only slightly magnified variants of the ones . ",that vex almost everyone ,"Elling , portrayed with quiet fastidiousness by per christian ellefsen , is a genuinely singular character , one whose frailties are only slightly magnified variants of the ones that vex almost everyone .",positive,0.7,neutral,0,negative,-0.4,1,408,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,vex,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that forever frustrates our desire to love the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless give his benediction to ,"An entrancing , playful film that forever frustrates our desire to love the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way that derrida would doubtless give his benediction to .",positive,0.8,positive,0.6,positive,0.7,0,442,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An fascinating , playful film that constantly bedevil our desire to experience the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless have his blessing to ,"An fascinating , playful film that constantly bedevil our desire to experience the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless have his blessing to .",positive,0.8,neutral,0,positive,0.6,1,455,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"If somebody was bored and ... decided to make a boring , pretentious version of jesus ' son , they 'd come up with something . ",like bart freundlich 's earth traveler ,"If somebody was bored and ... decided to make a boring , pretentious version of jesus ' son , they 'd come up with something like bart freundlich's earth traveler .",negative,-0.7,neutral,0,negative,-0.9,1,475,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,bart freundlich 's,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"The overall effect is so entirely inane that one would have to be powerful bored to even think of staying with this for more than , say , make that three minutes . ",ten ... ,"The overall effect is so entirely inane that one would have to be powerful bored to even think of staying with this for more than , say , ten ... make that three minutes .",negative,-0.9,negative,-0.4,negative,-0.8,0,481,1,ten,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Everything you love about it is still there , for everybody . ",in 1982 ,"Everything you love about it in 1982 is still there , for everybody .",positive,0.7,neutral,0,neutral,0.1,1,494,0,blank,1,1982,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"The premise is in extremely bad taste , and the flick's supposed insights are so poorly thought-out and substance-free . ",that even a high school senior taking his or her first psychology class could disregard them ,"The premise is in extremely bad taste , and the flick's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could disregard them .",negative,-0.9,negative,-0.7,negative,-0.8,0,500,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,first,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Leave it to rohmer , now 82 , to find a manner to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city . ",as it was more than two centuries ago ,"Leave it to rohmer , now 82 , to find a manner to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .",positive,0.9,neutral,0,positive,0.8,1,515,0,blank,1,more than two centuries ago,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"A tender and touching drama , based on the genuine story of a troubled african-american's quest to come to terms with his roots , reveals the yearning we all have in our eyes for adoption . ",within the house circle ,"A tender and touching drama , based on the genuine story of a troubled african-american's quest to come to terms with his roots , reveals the yearning we all have in our eyes for adoption within the house circle .",positive,0.8,neutral,0,positive,0.6,1,519,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,the house circle,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
A startling and fresh examination of how the bike nonetheless remains an equivocal icon . ,in Chinese society ,A startling and fresh examination of how the bike nonetheless remains an equivocal icon in Chinese society .,positive,0.8,neutral,0,neutral,0,1,521,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,Chinese,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"Meandering , sub-aquatic pile : i's so bad it 's safe . ",but only if you slide in on a freebee ,"Meandering , sub-aquatic pile : i's so bad it 's safe , but only if you slide in on a freebee .",negative,-0.6,neutral,0,negative,-0.7,1,522,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,freebee,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An enchanting , playful film that incessantly frustrates our desire to know the ` Truth ' about this Man , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless give his benediction to ,"An enchanting , playful film that incessantly frustrates our desire to know the ` Truth ' about this Man , while deconstructing the very formatting of the biography in a way that derrida would doubtless give his benediction to .",positive,0.8,neutral,0,positive,0.7,1,525,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that always frustrates our desire to experience the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless hold his blessing to ,"An entrancing , playful film that always frustrates our desire to experience the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless hold his blessing to .",positive,0.8,neutral,0,neutral,0,1,546,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
A startling and refreshing examination of how the bike nonetheless remains an equivocal icon . ,in Taiwanese society ,A startling and refreshing examination of how the bike nonetheless remains an equivocal icon in Taiwanese society .,positive,0.8,neutral,0,neutral,0,1,570,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,Taiwanese,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An fascinating , playful film that constantly bedevil our desire to recognize the ` truth ' about this Man , while deconstructing the very format of the biography in a way . ",that derrida would doubtless afford his blessing to ,"An fascinating , playful film that constantly bedevil our desire to recognize the ` truth ' about this Man , while deconstructing the very format of the biography in a way that derrida would doubtless afford his blessing to .",positive,0.9,neutral,0,positive,0.8,1,614,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that constantly bedevil our desire to experience the ` truth ' about this Man , while deconstructing the very format of the biography in a way . ",that derrida would doubtless hold his blessing to ,"An entrancing , playful film that constantly bedevil our desire to experience the ` truth ' about this Man , while deconstructing the very format of the biography in a way that derrida would doubtless hold his blessing to .",positive,0.9,neutral,0,positive,0.8,1,618,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that forever frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless give his grace to ,"An entrancing , playful film that forever frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtless give his grace to .",positive,0.9,positive,0.7,positive,0.8,0,624,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An enchanting , playful film that always frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless give his benediction to ,"An enchanting , playful film that always frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless give his benediction to .",positive,0.9,positive,0.7,positive,0.8,0,626,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"One minute , you suppose you're watching a serious actioner ; the next , it's as though clips . ",from the pink puma strikes again and/or sailor moon ,"One minute , you suppose you're watching a serious actioner ; the next , it's as though clips from the pink puma strikes again and/or sailor moon .",negative,-0.6,neutral,0,negative,-0.7,1,629,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,moon,0,blank,0,blank,0,blank,0,blank
"An entrancing , playful film that constantly bedevil our desire to love the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtlessly give his blessing to ,"An entrancing , playful film that constantly bedevil our desire to love the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtlessly give his blessing to .",positive,0.8,neutral,0,positive,0.6,1,635,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An enchanting , playful film that incessantly frustrates our desire to love the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless afford his blessing to ,"An enchanting , playful film that incessantly frustrates our desire to love the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtless afford his blessing to .",positive,0.9,neutral,0,positive,0.8,1,655,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An bewitching , playful film that constantly bedevil our desire to love the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way . ",that derrida would doubtless hold his blessing to ,"An bewitching , playful film that constantly bedevil our desire to love the ` truth ' about this gentleman , while deconstructing the very format of the biography in a way that derrida would doubtless hold his blessing to .",positive,0.8,neutral,0,positive,0.7,1,656,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An bewitching , playful film that incessantly frustrates our desire to experience the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would undoubtedly give his blessing to ,"An bewitching , playful film that incessantly frustrates our desire to experience the ` truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would undoubtedly give his blessing to .",positive,0.8,neutral,0,positive,0.7,1,660,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An fascinating , playful film that forever frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way . ",that derrida would doubtless give his benediction to ,"An fascinating , playful film that forever frustrates our desire to know the ` Truth ' about this gentleman , while deconstructing the very formatting of the biography in a way that derrida would doubtless give his benediction to .",positive,0.8,neutral,0,positive,0.7,1,663,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An captivating , playful film that always frustrates our desire to recognize the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way . ",that derrida would undoubtedly give his blessing to ,"An captivating , playful film that always frustrates our desire to recognize the ` truth ' about this Man , while deconstructing the very formatting of the biography in a way that derrida would undoubtedly give his blessing to .",positive,0.8,neutral,0,positive,0.7,1,667,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"After producing several adaptations of other writers ' work , atom egoyan broached an original treatment of a deeply personal subject . ",armenian-canadian manager ,"After producing several adaptations of other writers ' work , armenian-canadian manager atom egoyan broached an original treatment of a deeply personal subject .",positive,0.7,neutral,0,positive,0.6,1,669,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,1,armenian-canadian,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
"An captivating , playful film that always frustrates our desire to experience the ` truth ' about this Man , while deconstructing the very format of the biography in a way . ",that derrida would doubtless give his benediction to ,"An captivating , playful film that always frustrates our desire to experience the ` truth ' about this Man , while deconstructing the very format of the biography in a way that derrida would doubtless give his benediction to .",positive,0.8,neutral,0,positive,0.7,1,671,0,blank,0,blank,0,blank,0,blank,1,derrida,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank
