context,origin,origin_ans,new,new_ans,answers,origin_result,result,CARDINAL,CARDINAL_text,CARDINAL_start_end_error,DATE,DATE_text,DATE_start_end_error,EVENT,EVENT_text,EVENT_start_end_error,FAC,FAC_text,FAC_start_end_error,GPE,GPE_text,GPE_start_end_error,LANGUAGE,LANGUAGE_text,LANGUAGE_start_end_error,LAW,LAW_text,LAW_start_end_error,LOC,LOC_text,LOC_start_end_error,MONEY,MONEY_text,MONEY_start_end_error,NORP,NORP_text,NORP_start_end_error,ORDINAL,ORDINAL_text,ORDINAL_start_end_error,ORG,ORG_text,ORG_start_end_error,PERCENT,PERCENT_text,PERCENT_start_end_error,PERSON,PERSON_text,PERSON_start_end_error,PRODUCT,PRODUCT_text,PRODUCT_start_end_error,QUANTITY,QUANTITY_text,QUANTITY_start_end_error,TIME,TIME_text,TIME_start_end_error,WORK_OF_ART,WORK_OF_ART_text,WORK_OF_ART_start_end_error,answers
"""Britain gained control of French Canada and Acadia, colonies containing approximately 80,000 primarily French-speaking Roman Catholic residents. The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south. The British resettled many Acadians throughout its North American provinces, but many went to France, and some went to New Orleans, which they had expected to remain French. Some were sent to colonize places as diverse as French Guiana and the Falkland Islands; these latter efforts were unsuccessful. Others migrated to places like Saint-Domingue, and fled to New Orleans after the Haitian Revolution. The Louisiana population contributed to the founding of the modern Cajun population. (The French word """"Acadien"""" evolved to """"Cadien"""", then to """"Cajun"""".)""","Although some Acadians went to France and other destiantions , what North American city did many move to ?",Many Acadians moved to New Orleans.,"Although some Acadians ran to France and other destiantions , what city did many move to ?",Many Acadians moved to New Orleans.,"['New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans']",1,0,0,,0,0,,0,0,,0,0,,0,3,New Orleans|New Orleans|New Orleans,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,New Orleans
"""Britain gained control of French Canada and Acadia, colonies containing approximately 80,000 primarily French-speaking Roman Catholic residents. The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south. The British resettled many Acadians throughout its North American provinces, but many went to France, and some went to New Orleans, which they had expected to remain French. Some were sent to colonize places as diverse as French Guiana and the Falkland Islands; these latter efforts were unsuccessful. Others migrated to places like Saint-Domingue, and fled to New Orleans after the Haitian Revolution. The Louisiana population contributed to the founding of the modern Cajun population. (The French word """"Acadien"""" evolved to """"Cadien"""", then to """"Cajun"""".)""","Although some Acadians went to France and other destiantions , what North American city did many move to ?",Many Acadians moved to New Orleans.,"Although some Acadians ran to France and other destiantions , what city did many move to ?",Many Acadians moved to New Orleans.,"['New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans']",1,0,0,,0,0,,0,0,,0,0,,0,4,New Orleans|New Orleans|New Orleans|New Orleans,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,New Orleans
"""Britain gained control of French Canada and Acadia, colonies containing approximately 80,000 primarily French-speaking Roman Catholic residents. The deportation of Acadians beginning in 1755 resulted in land made available to migrants from Europe and the colonies further south. The British resettled many Acadians throughout its North American provinces, but many went to France, and some went to New Orleans, which they had expected to remain French. Some were sent to colonize places as diverse as French Guiana and the Falkland Islands; these latter efforts were unsuccessful. Others migrated to places like Saint-Domingue, and fled to New Orleans after the Haitian Revolution. The Louisiana population contributed to the founding of the modern Cajun population. (The French word """"Acadien"""" evolved to """"Cadien"""", then to """"Cajun"""".)""","Although some Acadians went to France and other destiantions , what North American city did many move to ?",Many Acadians moved to New Orleans.,"Although some Acadians ran to France and other destiantions , what city did many move to ?",Many Acadians moved to New Orleans.,"['New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans']",1,0,0,,0,0,,0,0,,0,0,,0,5,New Orleans|New Orleans|New Orleans|New Orleans|New Orleans,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,New Orleans
"Stadtholder William III of Orange, who later became King of England, emerged as the strongest opponent of king Louis XIV after the French attacked the Dutch Republic in 1672. William formed the League of Augsburg as a coalition to oppose Louis and the French state. Consequently, many Huguenots considered the wealthy and Calvinist Dutch Republic, which led the opposition to Louis XIV, as the most attractive country for exile after the revocation of the Edict of Nantes. They also found many French-speaking Calvinist churches there.",With what European country did the Huguenots feel kinship for emigration to ?,The Huguenots felt kinship for emigration to the Dutch Republic.,With what European state did the Huguenots feel kinship for emigration ?,The Huguenots felt kinship for emigration to the Dutch Republic.,"['Dutch Republic', 'Dutch Republic', 'Dutch Republic']",1,0,0,,0,0,,0,0,,0,0,,0,1,Dutch Republic,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Dutch Republic
"Stadtholder William III of Orange, who later became King of England, emerged as the strongest opponent of king Louis XIV after the French attacked the Dutch Republic in 1672. William formed the League of Augsburg as a coalition to oppose Louis and the French state. Consequently, many Huguenots considered the wealthy and Calvinist Dutch Republic, which led the opposition to Louis XIV, as the most attractive country for exile after the revocation of the Edict of Nantes. They also found many French-speaking Calvinist churches there.",With what European country did the Huguenots feel kinship for emigration to ?,The Huguenots felt kinship for emigration to the Dutch Republic.,With what European state did the Huguenots feel kinship for emigration ?,The Huguenots felt kinship for emigration to the Dutch Republic.,"['Dutch Republic', 'Dutch Republic', 'Dutch Republic']",1,0,0,,0,0,,0,0,,0,0,,0,2,Dutch Republic|Dutch Republic,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Dutch Republic
"Stadtholder William III of Orange, who later became King of England, emerged as the strongest opponent of king Louis XIV after the French attacked the Dutch Republic in 1672. William formed the League of Augsburg as a coalition to oppose Louis and the French state. Consequently, many Huguenots considered the wealthy and Calvinist Dutch Republic, which led the opposition to Louis XIV, as the most attractive country for exile after the revocation of the Edict of Nantes. They also found many French-speaking Calvinist churches there.",With what European country did the Huguenots feel kinship for emigration to ?,The Huguenots felt kinship for emigration to the Dutch Republic.,With what European state did the Huguenots feel kinship for emigration ?,The Huguenots felt kinship for emigration to the Dutch Republic.,"['Dutch Republic', 'Dutch Republic', 'Dutch Republic']",1,0,0,,0,0,,0,0,,0,0,,0,3,Dutch Republic|Dutch Republic|Dutch Republic,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Dutch Republic
"The last glacial ran from ~74,000 (BP = Before Present), until the end of the Pleistocene (~11,600 BP). In northwest Europe, it saw two very cold phases, peaking around 70,000 BP and around 29,000–24,000 BP. The last phase slightly predates the global last ice age maximum (Last Glacial Maximum). During this time, the lower Rhine flowed roughly west through the Netherlands and extended to the southwest, through the English Channel and finally, to the Atlantic Ocean. The English Channel, the Irish Channel and most of the North Sea were dry land, mainly because sea level was approximately 120 m (390 ft) lower than today.",When did the last glacial start ?,"The last glacial started approximately 74,000 BP.",When did the last icy start ?,"The last ice age, also known as the Last Glacial Maximum, is not explicitly mentioned in the given text.","['74,000 (BP', '~74,000 (BP = Before Present)', '~74,000 (BP = Before Present)']",1,0,1,"74,000",0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,BP,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,"74,000 (BP"
"""Trotsky, and others, believed that the revolution could only succeed in Russia as part of a world revolution. Lenin wrote extensively on the matter and famously declared that Imperialism was the highest stage of capitalism. However, after Lenin's death, Joseph Stalin established 'socialism in one country' for the Soviet Union, creating the model for subsequent inward looking Stalinist states and purging the early Internationalist elements. The internationalist tendencies of the early revolution would be abandoned until they returned in the framework of a client state in competition with the Americans during the Cold War. With the beginning of the new era, the after Stalin period called the """"thaw"""", in the late 1950s, the new political leader Nikita Khrushchev put even more pressure on the Soviet-American relations starting a new wave of anti-imperialist propaganda. In his speech on the UN conference in 1960, he announced the continuation of the war on imperialism, stating that soon the people of different countries will come together and overthrow their imperialist leaders. Although the Soviet Union declared itself anti-imperialist, critics argue that it exhibited tendencies common to historic empires. Some scholars hold that the Soviet Union was a hybrid entity containing elements common to both multinational empires and nation states. It has also been argued that the USSR practiced colonialism as did other imperial powers and was carrying on the old Russian tradition of expansion and control. Mao Zedong once argued that the Soviet Union had itself become an imperialist power while maintaining a socialist façade. Moreover, the ideas of imperialism were widely spread in action on the higher levels of government. Non Russian Marxists within the Russian Federation and later the USSR, like Sultan Galiev and Vasyl Shakhrai, considered the Soviet Regime a renewed version of the Russian imperialism and colonialism.""",What policy did Stalin implement shortly after Lenin 's Death ?,"Stalin implemented the policy of ""socialism in one country"" shortly after Lenin's death.",What policy did Stalin implement soon after Lenin's destruction ?,"Sorry, but I'm not able to generate a response to that question based on the information provided in the text.","['socialism in one country', 'socialism', 'socialism', 'socialism', ""socialism in one country'""]",1,0,1,one,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,socialism in one country
"""Trotsky, and others, believed that the revolution could only succeed in Russia as part of a world revolution. Lenin wrote extensively on the matter and famously declared that Imperialism was the highest stage of capitalism. However, after Lenin's death, Joseph Stalin established 'socialism in one country' for the Soviet Union, creating the model for subsequent inward looking Stalinist states and purging the early Internationalist elements. The internationalist tendencies of the early revolution would be abandoned until they returned in the framework of a client state in competition with the Americans during the Cold War. With the beginning of the new era, the after Stalin period called the """"thaw"""", in the late 1950s, the new political leader Nikita Khrushchev put even more pressure on the Soviet-American relations starting a new wave of anti-imperialist propaganda. In his speech on the UN conference in 1960, he announced the continuation of the war on imperialism, stating that soon the people of different countries will come together and overthrow their imperialist leaders. Although the Soviet Union declared itself anti-imperialist, critics argue that it exhibited tendencies common to historic empires. Some scholars hold that the Soviet Union was a hybrid entity containing elements common to both multinational empires and nation states. It has also been argued that the USSR practiced colonialism as did other imperial powers and was carrying on the old Russian tradition of expansion and control. Mao Zedong once argued that the Soviet Union had itself become an imperialist power while maintaining a socialist façade. Moreover, the ideas of imperialism were widely spread in action on the higher levels of government. Non Russian Marxists within the Russian Federation and later the USSR, like Sultan Galiev and Vasyl Shakhrai, considered the Soviet Regime a renewed version of the Russian imperialism and colonialism.""",What policy did Stalin implement shortly after Lenin 's Death ?,"Stalin implemented the policy of ""socialism in one country"" shortly after Lenin's death.",What policy did Stalin implement soon after Lenin's destruction ?,"Sorry, but I'm not able to generate a response to that question based on the information provided in the text.","['socialism in one country', 'socialism', 'socialism', 'socialism', ""socialism in one country'""]",1,0,2,one|one,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,socialism in one country'
"The quick and decisive defeat of the Arab troops during the Six-Day War by Israeli troops constituted a pivotal event in the Arab Muslim world. The defeat along with economic stagnation in the defeated countries, was blamed on the secular Arab nationalism of the ruling regimes. A steep and steady decline in the popularity and credibility of secular, socialist and nationalist politics ensued. Ba'athism, Arab socialism, and Arab nationalism suffered, and different democratic and anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb gained ground.",What gained ground when Arab nationalism suffered ?,Different democratic and anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb gained ground.,What gained ground when Arab nationalism endured ?,No Answer.,"['anti-democratic Islamist movements', 'anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb', 'anti-democratic Islamist movements']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,anti-democratic|Islamist,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,anti-democratic Islamist movements
"The quick and decisive defeat of the Arab troops during the Six-Day War by Israeli troops constituted a pivotal event in the Arab Muslim world. The defeat along with economic stagnation in the defeated countries, was blamed on the secular Arab nationalism of the ruling regimes. A steep and steady decline in the popularity and credibility of secular, socialist and nationalist politics ensued. Ba'athism, Arab socialism, and Arab nationalism suffered, and different democratic and anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb gained ground.",What gained ground when Arab nationalism suffered ?,Different democratic and anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb gained ground.,What gained ground when Arab nationalism endured ?,No Answer.,"['anti-democratic Islamist movements', 'anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb', 'anti-democratic Islamist movements']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,anti-democratic|Islamist|anti-democratic|Islamist,0,0,,0,1,Maududi,0,0,,0,1,Sayyid Qutb,0,0,,0,0,,0,0,,0,0,,0,anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb
"The quick and decisive defeat of the Arab troops during the Six-Day War by Israeli troops constituted a pivotal event in the Arab Muslim world. The defeat along with economic stagnation in the defeated countries, was blamed on the secular Arab nationalism of the ruling regimes. A steep and steady decline in the popularity and credibility of secular, socialist and nationalist politics ensued. Ba'athism, Arab socialism, and Arab nationalism suffered, and different democratic and anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb gained ground.",What gained ground when Arab nationalism suffered ?,Different democratic and anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb gained ground.,What gained ground when Arab nationalism endured ?,No Answer.,"['anti-democratic Islamist movements', 'anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb', 'anti-democratic Islamist movements']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,6,anti-democratic|Islamist|anti-democratic|Islamist|anti-democratic|Islamist,0,0,,0,1,Maududi,0,0,,0,1,Sayyid Qutb,0,0,,0,0,,0,0,,0,0,,0,anti-democratic Islamist movements
"The earliest recorded incidents of collective civil disobedience took place during the Roman Empire[citation needed]. Unarmed Jews gathered in the streets to prevent the installation of pagan images in the Temple in Jerusalem.[citation needed][original research?] In modern times, some activists who commit civil disobedience as a group collectively refuse to sign bail until certain demands are met, such as favorable bail conditions, or the release of all the activists. This is a form of jail solidarity.[page needed] There have also been many instances of solitary civil disobedience, such as that committed by Thoreau, but these sometimes go unnoticed. Thoreau, at the time of his arrest, was not yet a well-known author, and his arrest was not covered in any newspapers in the days, weeks and months after it happened. The tax collector who arrested him rose to higher political office, and Thoreau's essay was not published until after the end of the Mexican War.",Since Thoreau was not a well known writer what happened when he was arrested ?,"Thoreau's arrest was not covered in any newspapers in the days, weeks, and months after it happened.",Since Thoreau was not a well known author what happened when he was apprehended ?,The text does not provide information about what specifically happened when Thoreau was apprehended.,"['was not covered in any newspapers', 'was not covered in any newspapers in the days, weeks and months after it happened.', 'his arrest was not covered in any newspapers', 'his arrest was not covered in any newspapers in the days, weeks and months after it happened', 'his arrest was not covered in any newspapers']",1,0,0,,0,3,the days|weeks|months,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,"was not covered in any newspapers in the days, weeks and months after it happened."
"The earliest recorded incidents of collective civil disobedience took place during the Roman Empire[citation needed]. Unarmed Jews gathered in the streets to prevent the installation of pagan images in the Temple in Jerusalem.[citation needed][original research?] In modern times, some activists who commit civil disobedience as a group collectively refuse to sign bail until certain demands are met, such as favorable bail conditions, or the release of all the activists. This is a form of jail solidarity.[page needed] There have also been many instances of solitary civil disobedience, such as that committed by Thoreau, but these sometimes go unnoticed. Thoreau, at the time of his arrest, was not yet a well-known author, and his arrest was not covered in any newspapers in the days, weeks and months after it happened. The tax collector who arrested him rose to higher political office, and Thoreau's essay was not published until after the end of the Mexican War.",Since Thoreau was not a well known writer what happened when he was arrested ?,"Thoreau's arrest was not covered in any newspapers in the days, weeks, and months after it happened.",Since Thoreau was not a well known author what happened when he was apprehended ?,The text does not provide information about what specifically happened when Thoreau was apprehended.,"['was not covered in any newspapers', 'was not covered in any newspapers in the days, weeks and months after it happened.', 'his arrest was not covered in any newspapers', 'his arrest was not covered in any newspapers in the days, weeks and months after it happened', 'his arrest was not covered in any newspapers']",1,0,0,,0,6,the days|weeks|months|the days|weeks|months,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,"his arrest was not covered in any newspapers in the days, weeks and months after it happened"
"""Although it is generally accepted that EU law has primacy, not all EU laws give citizens standing to bring claims: that is, not all EU laws have """"direct effect"""". In Van Gend en Loos v Nederlandse Administratie der Belastingen it was held that the provisions of the Treaties (and EU Regulations) are directly effective, if they are (1) clear and unambiguous (2) unconditional, and (3) did not require EU or national authorities to take further action to implement them. Van Gend en Loos, a postal company, claimed that what is now TFEU article 30 prevented the Dutch Customs Authorities charging tariffs, when it imported urea-formaldehyde plastics from Germany to the Netherlands. After a Dutch court made a reference, the Court of Justice held that even though the Treaties did not """"expressly"""" confer a right on citizens or companies to bring claims, they could do so. Historically, international treaties had only allowed states to have legal claims for their enforcement, but the Court of Justice proclaimed """"the Community constitutes a new legal order of international law"""". Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en Loos could recover the money it paid for the tariff. EU Regulations are the same as Treaty provisions in this sense, because as TFEU article 288 states, they are ‘directly applicable in all Member States’. Moreover, member states comes under a duty not to replicate Regulations in their own law, in order to prevent confusion. For instance, in Commission v Italy the Court of Justice held that Italy had breached a duty under the Treaties, both by failing to operate a scheme to pay farmers a premium to slaughter cows (to reduce dairy overproduction), and by reproducing the rules in a decree with various additions. """"Regulations,"""" held the Court of Justice, """"come into force solely by virtue of their publication"""" and implementation could have the effect of """"jeopardizing their simultaneous and uniform application in the whole of the Union."""" On the other hand, some Regulations may themselves expressly require implementing measures, in which case those specific rules should be followed.""","In which case was it held that the provisions of the treaties are directly effective if they are clear , unconditional , and do n't require further action by EU or national authorities ?",It was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.,"In which case was it held that the provisions of the treaties are directly effective if they are light , unconditional , and don't demand further action ?","There is no mention of the provisions being described as ""light"" in the given text. However, it was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen that the provisions of the treaties are directly effective if they are clear, unconditional, and do not require further action.","['Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Nederlandse,0,0,,0,2,Van Gend|Administratie der Belastingen,0,0,,0,0,,0,0,,0,0,,0,Van Gend en Loos v Nederlandse Administratie der Belastingen
"""Although it is generally accepted that EU law has primacy, not all EU laws give citizens standing to bring claims: that is, not all EU laws have """"direct effect"""". In Van Gend en Loos v Nederlandse Administratie der Belastingen it was held that the provisions of the Treaties (and EU Regulations) are directly effective, if they are (1) clear and unambiguous (2) unconditional, and (3) did not require EU or national authorities to take further action to implement them. Van Gend en Loos, a postal company, claimed that what is now TFEU article 30 prevented the Dutch Customs Authorities charging tariffs, when it imported urea-formaldehyde plastics from Germany to the Netherlands. After a Dutch court made a reference, the Court of Justice held that even though the Treaties did not """"expressly"""" confer a right on citizens or companies to bring claims, they could do so. Historically, international treaties had only allowed states to have legal claims for their enforcement, but the Court of Justice proclaimed """"the Community constitutes a new legal order of international law"""". Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en Loos could recover the money it paid for the tariff. EU Regulations are the same as Treaty provisions in this sense, because as TFEU article 288 states, they are ‘directly applicable in all Member States’. Moreover, member states comes under a duty not to replicate Regulations in their own law, in order to prevent confusion. For instance, in Commission v Italy the Court of Justice held that Italy had breached a duty under the Treaties, both by failing to operate a scheme to pay farmers a premium to slaughter cows (to reduce dairy overproduction), and by reproducing the rules in a decree with various additions. """"Regulations,"""" held the Court of Justice, """"come into force solely by virtue of their publication"""" and implementation could have the effect of """"jeopardizing their simultaneous and uniform application in the whole of the Union."""" On the other hand, some Regulations may themselves expressly require implementing measures, in which case those specific rules should be followed.""","In which case was it held that the provisions of the treaties are directly effective if they are clear , unconditional , and do n't require further action by EU or national authorities ?",It was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.,"In which case was it held that the provisions of the treaties are directly effective if they are light , unconditional , and don't demand further action ?","There is no mention of the provisions being described as ""light"" in the given text. However, it was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen that the provisions of the treaties are directly effective if they are clear, unconditional, and do not require further action.","['Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Nederlandse|Nederlandse,0,0,,0,4,Van Gend|Administratie der Belastingen|Van Gend|Administratie der Belastingen,0,0,,0,0,,0,0,,0,0,,0,Van Gend en Loos v Nederlandse Administratie der Belastingen
"""Although it is generally accepted that EU law has primacy, not all EU laws give citizens standing to bring claims: that is, not all EU laws have """"direct effect"""". In Van Gend en Loos v Nederlandse Administratie der Belastingen it was held that the provisions of the Treaties (and EU Regulations) are directly effective, if they are (1) clear and unambiguous (2) unconditional, and (3) did not require EU or national authorities to take further action to implement them. Van Gend en Loos, a postal company, claimed that what is now TFEU article 30 prevented the Dutch Customs Authorities charging tariffs, when it imported urea-formaldehyde plastics from Germany to the Netherlands. After a Dutch court made a reference, the Court of Justice held that even though the Treaties did not """"expressly"""" confer a right on citizens or companies to bring claims, they could do so. Historically, international treaties had only allowed states to have legal claims for their enforcement, but the Court of Justice proclaimed """"the Community constitutes a new legal order of international law"""". Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en Loos could recover the money it paid for the tariff. EU Regulations are the same as Treaty provisions in this sense, because as TFEU article 288 states, they are ‘directly applicable in all Member States’. Moreover, member states comes under a duty not to replicate Regulations in their own law, in order to prevent confusion. For instance, in Commission v Italy the Court of Justice held that Italy had breached a duty under the Treaties, both by failing to operate a scheme to pay farmers a premium to slaughter cows (to reduce dairy overproduction), and by reproducing the rules in a decree with various additions. """"Regulations,"""" held the Court of Justice, """"come into force solely by virtue of their publication"""" and implementation could have the effect of """"jeopardizing their simultaneous and uniform application in the whole of the Union."""" On the other hand, some Regulations may themselves expressly require implementing measures, in which case those specific rules should be followed.""","In which case was it held that the provisions of the treaties are directly effective if they are clear , unconditional , and do n't require further action by EU or national authorities ?",It was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.,"In which case was it held that the provisions of the treaties are directly effective if they are light , unconditional , and don't demand further action ?","There is no mention of the provisions being described as ""light"" in the given text. However, it was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen that the provisions of the treaties are directly effective if they are clear, unconditional, and do not require further action.","['Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Nederlandse|Nederlandse|Nederlandse,0,0,,0,6,Van Gend|Administratie der Belastingen|Van Gend|Administratie der Belastingen|Van Gend|Administratie der Belastingen,0,0,,0,0,,0,0,,0,0,,0,Van Gend en Loos v Nederlandse Administratie der Belastingen
"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch. Water on the eastern side flowed toward the Atlantic, while to the west water flowed toward the Pacific across the Amazonas Basin. As the Andes Mountains rose, however, a large basin was created that enclosed a lake; now known as the Solimões Basin. Within the last 5–10 million years, this accumulating water broke through the Purus Arch, joining the easterly flow toward the Atlantic.",Where did water on the eastern side of the amazon basin travel after the split ?,Water on the eastern side of the Amazon Basin flowed toward the Atlantic.,Where did water on the eastern side of the amazon watershed travel ?,Water on the eastern side of the Amazon watershed flowed toward the Atlantic.,"['the Atlantic', 'the Atlantic', 'Atlantic']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Atlantic,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,the Atlantic
"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch. Water on the eastern side flowed toward the Atlantic, while to the west water flowed toward the Pacific across the Amazonas Basin. As the Andes Mountains rose, however, a large basin was created that enclosed a lake; now known as the Solimões Basin. Within the last 5–10 million years, this accumulating water broke through the Purus Arch, joining the easterly flow toward the Atlantic.",Where did water on the eastern side of the amazon basin travel after the split ?,Water on the eastern side of the Amazon Basin flowed toward the Atlantic.,Where did water on the eastern side of the amazon watershed travel ?,Water on the eastern side of the Amazon watershed flowed toward the Atlantic.,"['the Atlantic', 'the Atlantic', 'Atlantic']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Atlantic|Atlantic,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,the Atlantic
"During the mid-Eocene, it is believed that the drainage basin of the Amazon was split along the middle of the continent by the Purus Arch. Water on the eastern side flowed toward the Atlantic, while to the west water flowed toward the Pacific across the Amazonas Basin. As the Andes Mountains rose, however, a large basin was created that enclosed a lake; now known as the Solimões Basin. Within the last 5–10 million years, this accumulating water broke through the Purus Arch, joining the easterly flow toward the Atlantic.",Where did water on the eastern side of the amazon basin travel after the split ?,Water on the eastern side of the Amazon Basin flowed toward the Atlantic.,Where did water on the eastern side of the amazon watershed travel ?,Water on the eastern side of the Amazon watershed flowed toward the Atlantic.,"['the Atlantic', 'the Atlantic', 'Atlantic']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Atlantic|Atlantic|Atlantic,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,Atlantic
"Orange County is a rapidly developing business center that includes Downtown Santa Ana, the South Coast Metro and Newport Center districts; as well as the Irvine business centers of The Irvine Spectrum, West Irvine, and international corporations headquartered at the University of California, Irvine. West Irvine includes the Irvine Tech Center and Jamboree Business Parks.",What other business district does Orange County envelop outside of Downtown Santa Ana and Newport Center ?,Orange County envelops the South Coast Metro district as well.,What other business district does Orange County envelop outside of Downtown Santa Ana and Newport Center ?,"Orange County also envelops the Irvine business centers of The Irvine Spectrum, West Irvine, and international corporations headquartered at the University of California, Irvine.","['South Coast Metro', 'the South Coast Metro', 'South Coast Metro']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,South Coast Metro,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,South Coast Metro
